ÃÄ«~¥N½X,¾A¥Î±Ú¸s(¦¨¤H/¨àµ£),ÀËÅç¤è¦¡,¤U­­,¤W­­,¤U­­³æ¦ì,¤W­­³æ¦ì,«ØÄ³,³Æµù,·s¼W®É¶¡,­×§ï®É¶¡
OPAXS,¦¨¤H,eGFR,30.00,60.00,mL/min/1.73m2,mL/min/1.73m2,¤¤«×µÇ¥\¯à¤£¥þ(eGFR:30-60 mL/min)¯f¤H¡A¾¯¶q­°§C¦Ü150mg Nirmatrelvir + 100mg ritonavir¡A¨C¤é¨â¦¸¡A«ùÄò5¤Ñ¡C³B¤èÀ³¸Ô²Ó»¡©úPaxlovid¤º¨CºØ¬¡©Ê¦¨¤Àªº¾¯¶q¡CÂå®v/ÃÄ®vÀ³´NµÇ¥\¯à¤£¥þ¯f¤Hªºµ¹ÃÄ»¡©ú´£¨Ñ«ØÄ³¡C,¥é³æ,202301041107,202301041107
OPKM,¦¨¤H,Clcr,0,15.00,mL/min,mL/min,200 mg orally every 7 days,,201804160539,201804160539
OPKM,¦¨¤H,Clcr,15.00,29.00,mL/min,mL/min,200 mg orally on first day then 100 mg every other day,,201804160538,
OPKM,¦¨¤H,Clcr,30.00,50.00,mL/min,mL/min,200 mg orally on first day then 100 mg/day,,201804160538,
OPON,¦¨¤H,eGFR,0,30.00,mL/min/1.73m2,mL/min/1.73m2,Avoid use.(KDIGO 2012 guidelines),,201804141552,201912091234
OPON,¦¨¤H,eGFR,30.00,60.00,mL/min/1.73m2,mL/min/1.73m2,Temporarily discontinue in patients with intercurrent disease that increases risk of acute kidney injury.(KDIGO 2012 guidelines),,201912091232,201912091234
OPR150,¦¨¤H,Clcr,0,29.90,mL/min,mL/min,Nonvalvular atrial fibrillation:There are no dosage adjustments provided in the manufacturer's labeling (has not been studied).,,201804191158,
OPR150,¦¨¤H,Clcr,15.00,30.00,mL/min,mL/min,Nonvalvular atrial fibrillation:75 mg twice daily,,201804191156,
OPRAD,¦¨¤H,Clcr,0,15.00,mL/min,mL/min,Nonvalvular atrial fibrillation:There are no dosage adjustments provided in the manufacturer's labeling (has not been studied).,,201804191200,201910241136
OPRAD,¦¨¤H,Clcr,15.00,30.00,mL/min,mL/min,Nonvalvular atrial fibrillation:75 mg twice daily,,201804191200,
OPRI,¦¨¤H,Clcr,0,0,mL/min,mL/min,»´«×¦Ü¤¤«×µÇ¥\¯à¤£¥þªº¯f¤HÀ³ÂÔ·V¨Ï¥Î,­««×µÇ¥\¯à¤£¥þ¯f¤H¤£«ØÄ³¨Ï¥ÎPriligy,201804212347,201804212347
OPRIP,¦¨¤H,Clcr,0,40.00,mL/min,mL/min,Initiate at 50% of usual dosage  ³Ì¤j¾¯¶q¬°³æ¤@¾¯¶q¨C¤½¤çÅé­«0.2²@§J(0.2mg/kg/dose),¨C¤éÁ`¾¯¶q¤£¥i¶W¹L¨C¤½¤çÅé­«0.5²@§J,201804141434,201804141434
OPRM,¦¨¤H,Clcr,0,0,mL/min,mL/min,ESRD (including hemodialysis or continuous ambulatory peritoneal dialysis)  Diabetic Gastroparesis: 5 mg orally twice daily; Maximum 10 mg/day. Gastroesophageal reflux disease: 5 mg orally 30 minutes before each meal and at bedtime OR 10 mg twice daily; Maximum 20 mg/day.,Micromedex 20221206,202212061033,202212061036
OPRM,¦¨¤H,Clcr,60.00,0,mL/min,mL/min,Diabetic Gastroparesis: 5 mg orally 30 minutes before each meal and at bedtime; Maximum: 20 mg/day. Gastroesophageal reflux disease: 5 mg orally 30 minutes before each meal and at bedtime OR 10 mg three times daily; Maximum: 30 mg/day.,Micromedex 20221206,202212061029,
OPYRZ,¦¨¤H,Clcr,0,29.99,mL/min,mL/min,25 to 35 mg/kg/dose 3 times per week administered after dialysis.,,202003151009,
OPZA5,¦¨¤H,Clcr,0,30.00,mL/min,mL/min,25 to 35 mg/kg orally 3 times a week,3gm/day,,
OPZAT,¦¨¤H,Clcr,0,29.99,mL/min,mL/min,25 to 35 mg/kg/dose 3 times per week administered after dialysis.,,201812031139,
OQTE,¦¨¤H,eGFR,0,45.00,mL/min/1.73m2,mL/min/1.73m2,¸T¥Î©óeGFR§C©ó45mL/min/1.73m2ªº¯f¤H,¥é³æ,202112201105,
OQTE,¦¨¤H,eGFR,0.01,45.00,mL/min/1.73m2,mL/min/1.73m2,Renal impairment¡A moderate to severe (estimated GFR less than 45 mL/min/1.73 m(2)): Use is contraindicated,Micromedex 20211220,202112201106,
OQUEP,¦¨¤H,Clcr,0,0,mL/min,mL/min,Quetiapine XR ¥Î©óµÇ¥\¯à¤£¥þ¯f¤HªºÁ{§É¸gÅç¦³­­,¥é³æ,202007011201,
ORAD,¦¨¤H,Clcr,0,0,mL/min,mL/min,µÇ¥\¯à»ÙÃª¡AµÇ¥\¯à§C¤U¤Îaddison¤ó¯gÀ³ÂÔ·VªA¥Î,,201804261513,201804261513
ORANC,¦¨¤H,Clcr,0,30.00,mL/min,mL/min,³¡¥÷­««×µÇ¥\¯à¤£¥þ¯f¤HªA¥ÎRanolazine «á¡Aµo¥Í«æ©ÊµÇ°IºÜ¡C­Yµo¥Í«æ©ÊµÇ°IºÜ(¦p¡A¦å¼ß¦Ù»ÄÓþ¤É°ª¥B¦ñÀH¦å²G§¿¯À´á¤É°ª)¡A½Ð°±¤îªA¥ÎRanolazine ¨Ã±µ¨ü¾A·íªvÀø¡C,¥é³æ,202101041850,202101050822
ORANC,¦¨¤H,Clcr,30.01,60.00,mL/min,mL/min,¤¤­««×µÇ¥\¯à¤£¥þ¯f¤H¡A¦b¶}©l¨Ï¥ÎRanolazine®É¤ÎªA¥ÎRanolazine´Á¶¡¡A»Ý©w´ÁºÊ´ú¦å¼ß¦Ù»ÄÓþ¤Î¦å²G§¿¯À´á¬O§_¤É°ª¡C,¥é³æ,202101041851,202101050822
OREOS,¦¨¤H,Clcr,29.99,0,mL/min,mL/min,CrCl less than 30 mL/min¡A use not recommended,Micromedex 20201015,202010151008,202010151006
OREOS,¦¨¤H,Clcr,30.00,0,mL/min,mL/min,­««×µÇ¥\¯à»ÙÃª¡]¦ÙÓi»ÄÓþ¹ø²M²v¡Õ30ml/min¡^¤§±wªÌ¤£«ØÄ³¨Ï¥Î,¥é³æ,202010150950,202010151006
OREX,¦¨¤H,Clcr,60.00,0,mL/min,mL/min,MAX 2 mg once daily (major depressive disorder) or MAX 3 mg once daily (schizophrenia),Micromedex 20210330,202103301120,202103301121
ORIB,¦¨¤H,Clcr,0,10.00,mL/min,mL/min,¤£«ØÄ³¨Ï¥Î,,201804150003,201804150003
ORIB,¦¨¤H,Clcr,10.00,30.00,mL/min,mL/min,dosing should be reduced to a third of usual doses,,201804150003,
ORIB,¦¨¤H,Clcr,30.00,60.00,mL/min,mL/min,A dose reduction of 50%,,201804150002,
ORIBA,¦¨¤H,Clcr,0,29.99,mL/min,mL/min,decrease ribavirin to 200 mg ORALLY once daily and decrease peginterferon alfa-2a to 135 mcg SUBQ once weekly; do not attempt further decreases of ribavirin; if severe adverse reactions or laboratory abnormalities occur¡A discontinue ribavirin; if therapy is restarted and intolerance continues¡A discontinue regimen.,,,
ORIBA,¦¨¤H,Clcr,30.00,50.00,mL/min,mL/min,decrease ribavirin to alternating daily doses of 200 mg and 400 mg ORALLY every other day,,,
ORIF3,¦¨¤H,Clcr,0,10.00,mL/min,mL/min,50% of the normal daily dose,,,
ORIF3,¦¨¤H,Clcr,10.00,50.00,mL/min,mL/min,50% to 100% of the normal dose,,,
ORIF5,¦¨¤H,Clcr,0,0.99,mL/min,mL/min,chronic kidney disease or ESRD and HIV: peritoneal dialysis¡A 50% to 100% of the full dose¡A with an extra 50% to 100% of the full dose after peritoneal dialysis.,Micromedex 20210301,202103010859,
ORIF5,¦¨¤H,Clcr,0,1.00,mL/min,mL/min,chronic kidney disease or ESRD and HIV: hemodialysis¡A 50% to 100% of the full dose with no supplement following hemodialysis.,Micromedex 20210301,202103010858,
ORIF5,¦¨¤H,Clcr,0,50.00,mL/min,mL/min,chronic kidney disease or ESRD and HIV: CrCl 50 mL/min or less¡A 50% to 100% of the full dose,Micromedex 20210301,202103010857,
ORIFA,¦¨¤H,Clcr,0,30.00,mL/min,mL/min,Pyrazinamide: 25 to 35 mg/kg orally 3 times a week,,201803230959,201803231006
ORIFA,¦¨¤H,Clcr,0,9.99,mL/min,mL/min,Rifampin: 50% of the full dose,,201803230958,201803231006
ORIFA,¦¨¤H,Clcr,10.00,50.00,mL/min,mL/min,Rifampin: 50% to 100% of the full dose,,201803230958,201803231006
ORIFI,¦¨¤H,Clcr,0,9.99,mL/min,mL/min,Rifampin: 50% of the full dose,,201803231003,201803231004
ORIFI,¦¨¤H,Clcr,0,30.00,mL/min,mL/min,Pyrazinamide: 25 to 35 mg/kg orally 3 times a week,,201803231004,201803231004
ORIFI,¦¨¤H,Clcr,10.00,50.00,mL/min,mL/min,Rifampin: 50% to 100% of the full dose,,201803231003,201803231005
ORISD,¦¨¤H,Clcr,0,30.00,mL/min,mL/min,Initial¡A 0.5 mg orally twice daily; increase dose in increments of no more than 0.5 mg twice a day¡A with increases to dosages above 1.5 mg twice a day occurring at intervals of at least 1 week,,201804142345,201804142345
OSAB,¦¨¤H,Clcr,10.00,30.00,mL/min,mL/min,Decrease dose by 75%,,201804160500,201804160500
OSAB,¦¨¤H,Clcr,30.00,50.00,mL/min,mL/min,Decrease dose by 50%,,201804160500,
OSAB,¦¨¤H,Clcr,50.00,80.00,mL/min,mL/min,Decrease dose by 25%,,201804160500,
OSAM,¦¨¤H,Clcr,0,10.00,mL/min,mL/min,¤£«ØÄ³¨Ï¥Î,,201804121434,201804121434
OSAN1,¦¨¤H,eGFR,0,59.99,mL/min/1.73m2,mL/min/1.73m2,µÇ¯f¯g­Ô¸s ¬°»¤¾É½w¸Ñ§@¥Î¡A«ØÄ³¾¯¶q¬°¦¨¤H¨C¤é¨C¤½¤çÅé­« 5 ²@§J¡C°_©l¾¯¶q¤£À³¶W¹L¨C¤é¨C¤½¤çÅé­«2.5 ²@§J¡C Ãþ­·Àã©ÊÃö¸`ª¢ «e6 ¶g¤§ªvÀøªº«ØÄ³¾¯¶q¬°¨C¤é¨C¤½¤çÅé­« 3 ²@§J¡A¤À¦¨¨â¦¸¡C¤£À³¸Ó¶W¹L¨C¤½¤çÅé­«5 ²@§J¡C­n¹F¨ì³Ì¤jªºÀø®Ä¡B·s Åé·üÀøµ{»Ý­n«ùÄòªø¹F12 ¶g¡C·sÅé·ü°_©l¾¯¶q¬°¨C¤é¨C¤½¤çÅé­«2.5 ²@§J¡B¤À¦¨¨â¦¸µ¹ÃÄ¡A¨Ã¨Ì·Ó¯f±w­@¨ü©Ê¤¹³\¨Ó¼W¥[ªvÀø¾¯¶q¡C °®Å~ «ØÄ³°_©l¾¯¶q¬°¨C¤é¨C¤½¤çÅé­«2.5 ²@§J¤À¦¨¨â¦¸¡C¤£À³¶W¹L¨C¤½¤çÅé­«5 ²@§J¡C,,201804231705,
OSEB,¦¨¤H,Clcr,0,0,mL/min,mL/min,¦å²G³zªR¯f¤H:600 mg ORALLY every 96 hours¡Agive after hemodialysis,,,
OSEB,¦¨¤H,Clcr,0,29.99,mL/min,mL/min,600 mg ORALLY every 72 hours,,,
OSEB,¦¨¤H,Clcr,30.00,49.99,mL/min,mL/min,600 mg ORALLY every 48 hours,,,
OSEF,¦¨¤H,Clcr,0,5.00,mL/min,mL/min,single dose of 400 mg or 9 mg/kg at the end of each hemodialysis session,¦å²G³zªR¯f¤H,,
OSEF,¦¨¤H,Clcr,5.00,29.00,mL/min,mL/min,100 mg every 24 hours or 2.25 mg/kg every 24 hours,,,
OSEF,¦¨¤H,Clcr,30.00,49.00,mL/min,mL/min,200 mg every 24 hours or 4.5 mg/kg every 24 hours,,,
OSEF,¦¨¤H,Clcr,50.00,120.00,mL/min,mL/min,µL¶·½Õ¾ã¾¯¶q,,,
OSELA,¦¨¤H,Clcr,0,30.00,mL/min,mL/min,¤£«ØÄ³¨Ï¥Î,,201804141554,201804141555
OSER1,¦¨¤H,Clcr,0,30.00,mL/min,mL/min,«ØÄ³±N¾¯¶q­­¨î¦b³Ì§C½d³ò,,201804150040,201804150042
OSERM,¦¨¤H,Clcr,10.00,25.00,mL/min,mL/min,­««×µÇ¥\¯à¤£¥þªº¯f±w¡A¨äÃÄª«±Æ°£¤U­°¡AÀ³ª`·N½Õ¾ã¾¯¶q,,201804130657,201804130657
OSPI,¦¨¤H,eGFR,30.00,49.00,mL/min/1.73m2,mL/min/1.73m2,°_©l¾¯¶q:12.5 mg orally once a day,ºû«ù¾¯¶q: 12.5mg~25 mg once a day after 4 weeks for potassium 5 mEq/L or less,201804120120,201804120121
OSPI,¦¨¤H,eGFR,50.00,0,mL/min/1.73m2,mL/min/1.73m2,°_©l¾¯¶q:12.5 mg to 25 mg orally once a day,ºû«ù¾¯¶q:25 mg once or twice a day after 4 weeks for potassium 5 mEq/L or less,201804120117,201804120120
OSUL,¦¨¤H,eGFR,0,30.00,mL/min/1.73m2,mL/min/1.73m2,Avoid use.(KDIGO 2012 guidelines),,201912091238,201912091238
OSUL,¦¨¤H,eGFR,30.00,60.00,mL/min/1.73m2,mL/min/1.73m2,Temporarily discontinue in patients with intercurrent disease that increases risk of acute kidney injury.(KDIGO 2012 guidelines),,201912091237,201912091237
OSUL,¦¨¤H,Clcr,0,0,mL/min,mL/min,©úÅãµÇ¥\¯à¤£¥þ¤§¯f±w¡A¥i´î¤Ö¨C¤é¾¯¶q¡AÁ×§KÃÄª«¿n»W,,201804141600,
OSUN,¦¨¤H,Clcr,0,0,mL/min,mL/min,¦å²G³zªR¯f¤H:µL¶·½Õ¾ã¾¯¶q,,,
OSUN,¦¨¤H,Clcr,0,29.99,mL/min,mL/min,¨C¤é¤@¦¸100mg,,,
OSUT,¦¨¤H,eGFR,0,10.00,mL/min/1.73m2,mL/min/1.73m2,ESRD on hemodialysis: No initial adjustment required; subsequent dosage increases (up to twofold) may be required due to reduced (47%) exposure.,,201804301505,
OSYN1,¦¨¤H,Clcr,0,20.00,mL/min,mL/min,¸T¥Î,¥é³æ,202012021554,201804160606
OSYN1,¦¨¤H,Clcr,20.00,30.00,mL/min,mL/min,¥¿±`¾¯¶qªº1/6¡A¨C¤é¤@¦¸ªA¥Î,¥é³æ,202012021554,201804160606
OSYN1,¦¨¤H,Clcr,30.00,49.00,mL/min,mL/min,¥¿±`¾¯¶qªº1/3¡A¨C¤é¤À¨â¦¸ªA¥Î,¥é³æ,202012021553,
OSYN1,¦¨¤H,Clcr,50.00,79.00,mL/min,mL/min,¥¿±`¾¯¶qªº2/3¡A¨C¤é¤À¨â¨ì¤T¦¸ªA¥Î,¥é³æ,202012021553,
OSYNG,¦¨¤H,Clcr,0,20.00,mL/min,mL/min,Use is contraindicated.,,202001081115,
OSYNG,¦¨¤H,Clcr,20.00,30.00,mL/min,mL/min,Decrease to 1/6 of the normal daily dose administered once daily.,,202001081116,
OSYNG,¦¨¤H,Clcr,30.00,49.00,mL/min,mL/min,Initial and maximum dose: Decrease to 1/3 of the normal daily dose administered in 2 divided doses.,,202001081116,
OSYNG,¦¨¤H,Clcr,50.00,79.00,mL/min,mL/min,Initial and maximum dose: Decrease to 2/3 of the normal daily dose administered in 2 to 3 divided doses.,,202001081116,
OTAI,¦¨¤H,Clcr,0,60.00,mL/min,mL/min,µÇ¥\¯à¤£¥þ¡G¤¤«×¦Ü­««×µÇ¥\¯à¤£¥þ¯f¤H¤Î¥½´ÁµÇÅ¦¯e¯f¡]ESRD¡^¯f¤H¤£«ØÄ³¨Ï¥Î¥»ÃÄ«~¡C,¥é³æ,202301111655,
OTAI,¦¨¤H,Clcr,60.00,90.00,mL/min,mL/min,»´«×µÇ¥\¯à¤£¥þ¯f¤H¡]¦Ù»ÄÓþ²M°£²v¡iCLcr¡j60~90 mL/min¡^¤£¶·½Õ¾ã¥ÎÃÄ¾¯¶q¡C,¥é³æ,202301111655,202301111656
OTAM7,¦¨¤H,Clcr,0,0,mL/min,mL/min,¦å²G³zªR¯f¤H:30 mg orally immediately¡A then 30 mg after every hemodialysis cycle; treatment duration not to exceed 5 days from the time of the initial dose,,,
OTAM7,¦¨¤H,Clcr,10.00,29.99,mL/min,mL/min,30 mg orally once daily for 5 days,,,
OTAM7,¦¨¤H,Clcr,30.00,59.99,mL/min,mL/min,30 mg orally twice daily for 5 days,,,
OTAMI,¦¨¤H,Clcr,0,0,mL/min,mL/min,¦å²G³zªR¯f¤H:30 mg orally immediately¡A then 30 mg after every hemodialysis cycle; treatment duration not to exceed 5 days from the time of the initial dose,,,
OTAMI,¦¨¤H,Clcr,10.00,29.99,mL/min,mL/min,30 mg orally once daily for 5 days,,,
OTAMI,¦¨¤H,Clcr,30.00,59.99,mL/min,mL/min,30 mg orally twice daily for 5 days,,,
OTAN,¦¨¤H,Clcr,0,30.00,mL/min,mL/min,«ØÄ³±N±`¥Î¾¯¶q´î¥b©Î±N§ë»P¶¡¹j©µªø,,201804121553,201804121553
OTENO,¦¨¤H,Clcr,0,15.00,mL/min,mL/min,³Ì°ª¾¯¶q:25 mg ORALLY once daily,,201804121455,201804121455
OTENO,¦¨¤H,Clcr,15.00,35.00,mL/min,mL/min,³Ì°ª¾¯¶q:50 mg ORALLY once daily,,201804121454,
OTET2,¦¨¤H,eGFR,0,9.99,mL/min/1.73m2,mL/min/1.73m2,Administer recommended dose based on indication every 24 hours.,,201812171106,
OTET2,¦¨¤H,eGFR,10.00,50.00,mL/min/1.73m2,mL/min/1.73m2,Administer recommended dose based on indication every 12 to 24 hours.,,201812171105,
OTON,¦¨¤H,Clcr,0,3.00,mL/min,mL/min,100 mg orally at extended intervals,,201804142316,201804142316
OTON,¦¨¤H,Clcr,3.00,10.00,mL/min,mL/min,Do not exceed 100 mg orally daily,,201804142315,
OTON,¦¨¤H,Clcr,10.00,20.00,mL/min,mL/min,200 mg orally daily,,201804142315,
OTOP5,¦¨¤H,Clcr,0,70.00,mL/min,mL/min,Use 50% of the usual adult dosage,,201804160505,201804160505
OTRA2,¦¨¤H,Scr,1.36,2.83,mg/dL,mg/dL,Maintenance dose of 10 mg/kg/dose twice daily,,201804231440,
OTRA2,¦¨¤H,Scr,2.83,5.66,mg/dL,mg/dL,Maintenance dose of 10 mg/kg/dose once daily,,201804231440,
OTRA2,¦¨¤H,Scr,5.67,99.00,mg/dL,mg/dL,Maintenance dose of 10 mg/kg/dose every 48 hours or 5 mg/kg/dose once daily,,201804231441,
OTRCT,¦¨¤H,Clcr,0,30.00,mL/min,mL/min,¼W¥[¥»«~ªºµ¹ÃÄ¶¡¹j¡A¨C12¤p®É¤£­n¶W¹L¨â¿õ¡C,¥é³æ,202201111150,202201111151
OTRCT,¦¨¤H,Clcr,0,30.01,mL/min,mL/min,Do not exceed 2 tablets every 12 hours,Micromedex 20220111,202201111149,202201111150
OTRIL,¦¨¤H,Clcr,0,30.00,mL/min,mL/min,ªvÀø¾¯¶qÀ³¬°¤@¯ë°_©l¾¯¶qÀ³¬°¤@¥b(¨C¤Ñ300mg)¡A¦A³vº¥¼W¥[¾¯¶q¥H¹F¨ì²z·QªºÁ{§É®ÄªG,,201804160425,201804160425
OTRO,¦¨¤H,Clcr,0,70.00,mL/min,mL/min,Use 50% of the usual adult dosage,[Micromedex 20200703],202007051227,202007051230
OTRO,¦¨¤H,Clcr,0,69.99,mL/min,mL/min,¦bµÇ¥\¯à¤£¥þ¡]¦Ù»ÄÓþ²M°£²v§C©ó 70 mL/min/1.73 m2¡^±wªÌ¤¤¡A«ØÄ³¨Ï¥Î¤@¯ë¦¨¤H¥Î¾¯¶qªº¤@¥b¡C,[¥é³æ],202007011643,202007051229
OTS1,¦¨¤H,Clcr,0,0,mL/min,mL/min,µÇ¥\¯à»ÙÃª¯×±wªÌÀ³Äµ·V§ë»P (¦]5-FU¥NÁÂžJ§í¨î¾¯gimeracil©ó§¿²G¤¤¤§±Æ°£´î¤Ö¡A¨Ï5-FU¦å¤¤¿@«×¤W¤É),ÄY­«µÇ¥\¯à»ÙÃª±wªÌ¤£«ØÄ³¨Ï¥Î,201804261602,201804261605
OUFR,¦¨¤H,Clcr,0,30.00,mL/min,mL/min,500 to 1000 mg orally every 24 hours (extended-release tablet),,201804160415,201804160415
OUFR,¦¨¤H,Clcr,30.00,50.00,mL/min,mL/min,500 to 1500 mg orally every 24 hours (extended-release tablet),,201804160415,
OUFR,¦¨¤H,Clcr,50.00,80.00,mL/min,mL/min,1000 to 2000 mg orally every 24 hours (extended-release tablet),,201804160415,
OUFU,¦¨¤H,Clcr,0,0,mL/min,mL/min,µÇ¥\¯à»ÙÃª¤§±wªÌÀ³Äµ·V§ë»P(°Æ§@¥Î¥i¯à¥[­«),,201804261608,201903031533
OULT,¦¨¤H,Clcr,0,30.00,mL/min,mL/min,«ØÄ³¼W¥[µ¹ÃÄ¶¡¹j¡A¨C12¤p®É¤£­n¶W¹L¨â¿õ,,201804141535,
OURA,¦¨¤H,Clcr,0,30.00,mL/min,mL/min,20 mg orally once daily at bedtime,,201804212351,201804212351
OURI2,¦¨¤H,Clcr,0,30.00,mL/min,mL/min,ÄY­«µÇ¥\¯à»ÙÃªªÌ¤£«ØÄ³¨Ï¥Î,,201804212324,201804212324
OURI2,¦¨¤H,Clcr,30.00,50.00,mL/min,mL/min,«ØÄ³¥H§C¾¯¶q 2 mg ¤@¤Ñ¨â¦¸ §@¬°ªvÀøªº¶}©l¾¯¶q,,201804212321,
OURI2,¦¨¤H,Clcr,50.00,80.00,mL/min,mL/min,»´«×µÇ¥\¯à»ÙÃªªÌµL¶·½Õ¾ã¾¯¶q,,201804212322,201804212322
OURI8,¦¨¤H,eGFR,0,30.00,mL/min/1.73m2,mL/min/1.73m2,ÄY­«µÇ¥\¯à»ÙÃªªÌ¤£«ØÄ³¨Ï¥Î,,201904080914,
OURI8,¦¨¤H,eGFR,30.00,50.00,mL/min/1.73m2,mL/min/1.73m2,«ØÄ³¥H§C¾¯¶q 2 mg ¤@¤Ñ¨â¦¸ §@¬°ªvÀøªº¶}©l¾¯¶q,,201904080913,
OURI8,¦¨¤H,eGFR,50.00,80.00,mL/min/1.73m2,mL/min/1.73m2,»´«×µÇ¥\¯à»ÙÃªªÌµL¶·½Õ¾ã¾¯¶q,,201904080913,
OUROD,¦¨¤H,eGFR,0,50.00,mL/min/1.73m2,mL/min/1.73m2,do not use if GFR less than 50 mL/min,Micromedex 20210913,202109131600,202109131609
OUROD,¦¨¤H,eGFR,50.00,99.00,mL/min/1.73m2,mL/min/1.73m2,increase dosing interval to every 8 to 16 hours.,Micromedex 20210913,202109131600,202109131610
OUROP,¦¨¤H,eGFR,0,50.00,mL/min/1.73m2,mL/min/1.73m2,Avoid use,Micromedex 20200703,201804212354,202007030854
OUROP,¦¨¤H,eGFR,50.00,99.00,mL/min/1.73m2,mL/min/1.73m2,increase dosing interval to every 8 to 16 hours (Micromedex 20200703) 100 to 200 mg every 8 to 12 hours (UpToDate 20200703),,201804212353,202007030856
OVAL,¦¨¤H,Clcr,0,0,mL/min,mL/min,¦å²G³zªR¯f¤H:±aª¬¯p¯l:¤@¤Ñ¤@¦¸¡A¨C¦¸1000mg;³æ¯Â¯p¯l:¤@¤Ñ¤@¦¸¡A¨C¦¸500mg;³æ¯Â¯p¯l¤§¹w¨¾:¤@¤Ñ¤@¦¸¡A¨C¦¸250mg(§K¬Ì°·¥þ)¡A¤@¤Ñ¤@¦¸¡A¨C¦¸500mg(§K¬Ì¤£¥þ);¶·¦b¦å²G³zªR§¹µ¹ÃÄ,,,
OVAL,¦¨¤H,Clcr,0,15.00,mL/min,mL/min,±aª¬¯p¯l:¤@¤Ñ¤@¦¸¡A¨C¦¸1000mg;³æ¯Â¯p¯l:¤@¤Ñ¤@¦¸¡A¨C¦¸500mg;³æ¯Â¯p¯l¤§¹w¨¾:¤@¤Ñ¤@¦¸¡A¨C¦¸250mg(§K¬Ì°·¥þ)¡A¤@¤Ñ¤@¦¸¡A¨C¦¸500mg(§K¬Ì¤£¥þ),,,
OVAL,¦¨¤H,Clcr,15.00,30.00,mL/min,mL/min,±aª¬¯p¯l:¤@¤Ñ¨â¦¸¡A¨C¦¸1000mg;³æ¯Â¯p¯l:¤@¤Ñ¨â¦¸¡A¨C¦¸500mg;³æ¯Â¯p¯l¤§¹w¨¾:¤@¤Ñ¨â¦¸¡A¨C¦¸250mg(§K¬Ì°·¥þ)¡A¤@¤Ñ¨â¦¸¡A¨C¦¸500mg(§K¬Ì¤£¥þ),,,
OVEM,¦¨¤H,Clcr,0,14.99,mL/min,mL/min,Use is not recommended.,,201812200952,
OVEP,¦¨¤H,Clcr,0,14.99,mL/min,mL/min,Data not available; consider further dose reductions,,201804301530,
OVEP,¦¨¤H,Clcr,15.00,50.00,mL/min,mL/min,Administer 75% of dose,,201804301530,
OVEP5,¦¨¤H,Clcr,0,14.99,mL/min,mL/min,Data not available; consider further dose reductions,,201811051114,
OVEP5,¦¨¤H,Clcr,15.00,50.00,mL/min,mL/min,Administer 75% of dose,,201811051115,201811051115
OVERZ,¦¨¤H,Clcr,0,30.00,mL/min,mL/min,There are no dosage adjustments provided in the manufacturer¡¦s labeling (has not been studied).,[¥é³æ]©|¤£²M·¡abemaciclib¦b­««×µÇÅ¦¥\¯à¤£¥þ(CLcr<30 mL/min)¡B¥½´ÁµÇÅ¦¯e¯f©Î±µ¨ü³zªR¯f¤HªºÃÄª«°Ê¤O¾Ç¼Æ¾Ú¡C,202206201121,202206201123
OVERZ0,¦¨¤H,Clcr,0,30.00,mL/min,mL/min,There are no dosage adjustments provided in the manufacturer¡¦s labeling (has not been studied).,[¥é³æ]©|¤£²M·¡abemaciclib¦b­««×µÇÅ¦¥\¯à¤£¥þ(CLcr<30 mL/min)¡B¥½´ÁµÇÅ¦¯e¯f©Î±µ¨ü³zªR¯f¤HªºÃÄª«°Ê¤O¾Ç¼Æ¾Ú¡C,202210241656,202206201123
OVES,¦¨¤H,Clcr,0,30.00,mL/min,mL/min,«ØÄ³¾¯¶q: 75 mg every 12 hours,,201804131628,201804131629
OVES,¦¨¤H,Clcr,30.00,50.00,mL/min,mL/min,«ØÄ³¾¯¶q: 150 mg every 24 hours,,201804131629,201804131630
OVESI,¦¨¤H,Clcr,0,30.00,mL/min,mL/min,­««×µÇ¥\¯à»ÙÃªªÌ­nÂÔ·Vµ¹ÃÄ¡A¨C¤é¤£¥i¦h©ó 5 mg,¬~µÇ±wªÌ¤£«ØÄ³¨Ï¥Î,201804212335,201804212337
OVESI,¦¨¤H,Clcr,30.00,0,mL/min,mL/min,»´«×¤Î¤¤«×µÇ¥\¯à»ÙÃªªÌµL¶·½Õ¾ã¾¯¶q,,201804212326,
OVGR1,¦¨¤H,Clcr,0,30.00,mL/min,mL/min,ÄY­«µÇ¥\¯à¤£¥þ±wªÌªº²M°£²v·|¤U­°¡A¦]¦¹À³¦Ò¼{¨Ï¥Î25 mgªº°_©l¾¯¶q¡C°ò©óÃÄ®Ä¤Î­@¨ü©Êªº¦Ò¶q¡A¾¯¶q¥i´£°ª¦Ü50 mg©Î100 mg,,201804212234,
OVGRO,¦¨¤H,Clcr,0,30.00,mL/min,mL/min,ÄY­«µÇ¥\¯à¨ü·l¤§±wªÌªº²M°£²v·|¤U­°¡A¦]¦¹À³¦Ò¼{¨Ï¥Î25 mgªº°_©l¾¯¶q¡C°ò©óÃÄ®Ä¤Î­@¨üªº¦Ò¶q¡A¾¯¶q¥i´£°ª¦Ü50 mg©Î100 mg,,201804212238,201804212238
OVIA1,¦¨¤H,Clcr,0,0,mL/min,mL/min,ÄY­«µÇ¥\¯à¤£¥þªÌ¡AÀ³¦bÂåÅ@ºÊ·þ¤Uµ¹»P,,201804191421,201804191421
