ÃÄ«~¥N½X,ÃÄ«~¾Ç¦W,ÃÄ«~¦WºÙ,ÃÄ«~¤ÀÃþ,¾AÀ³¯g,¸T§Ò,°Æ§@¥Î,Àx¦s,¥Îªk¥Î¶q,¨x¥\¯à²§±`(Y/N),¨x¥\¯à²§±`»¡©ú,µÇ¥\¯à²§±`(Y/N),Ãh¥¥¥ÎÃÄ¦MÀI¤À¯Å,¥¥´Á¥ÎÃÄ«ØÄ³,¥¥´Áªþ±a»¡©ú,­÷¨Å´Á¥ÎÃÄ«ØÄ³,­÷¨Å´Áªþ±a»¡©ú,µ¹ÃÄ³~®|,°®¯»µ}ÄÀ²G,¿éª`ÂIºw²G,IVP¥Îªk«ØÄ³,IVD¥Îªk«ØÄ³,ª`·N¨Æ¶µ
ECLOO,Clobetasol,Clobetasol ointment 0.05% 7gm,TDER,,¾AÀ³¯g: Psoriasis; recalcitrant eczema; lichen planus; discoid lupus erythematosus & other skin conditions which do not respond satisfactorily to less active steroids. °Æ§@¥Î: Features of hypercorticism¡A local atrophic changes¡A pigmentation changes & hypertrichosis. Exacerbation of symptoms may occur. ¸T§Ò: Rosacea; acne vulgaris; perioral dermatitis; perianal & genital pruritus; primary cutaneous viral infection; bacterial¡A fungal infected skin lesions; perianal & genital pruritus; dermatoses in infant < 1 year including dermatitis & napkin eruptions. ¬O¤@ºØ±j®ÄªºÃþ©T¾JÃÄ»I¡A±j®ÄÃþ©T¾J¬O¸û¤£¾A¦X¡u¥Î¦b¨zªù¤Î¥Í´Þ¾¹¡v¡A¬O¦]¬°¦¹³¡¦ìªí¥Ö¼h«ÜÁ¡¡A­Y¦³µoª¢²{¶H¥i±Ä¥Î®z®Ä©Î¤¤®ÄÃþ©T¾J¡A¥H§K§l¦¬±j®ÄÃÄ«~¡A²£¥Í¤£¨}°Æ§@¥Î,,«Ç·Å,Apply sparingly to the affected area once or bid.,µL»Ý½Õ¾ã¾¯¶q,,µL»Ý½Õ¾ã¾¯¶q,¨S¦³¸ê®Æ,,,Contraindicated ­÷¨Å´Á¨Ï¥Î¸T§Ò,,EXT;SKIN;TOPI;,,,,,
OCOMT,Entacapone,Comtan 200mg,CNEU,Pregnancy & lactation. Liver impairment. Pheochromocytoma. Concomitant use w/ non-selective MAO-A & MAO-B inhibitors. Concomitant use w/ a selective MAO-A plus a selective MAO-B inhibitor. History of neuroleptic malignant syndrome (NMS) &/or non-traumatic rhabdomyolysis.,Management of Parkinson's disease as an adjunct to levodopa therapy.,Dyskinesia; GI symptoms; urine discoloration; fatigue¡A insomnia¡A paranoia¡A confusion¡A hallucinations; dizziness¡A postural hypotension¡A vertigo¡A headache; leg cramps¡A hyperkinesia¡A tremor¡A increased sweating; slight decrease in Hb¡A erythrocyte count¡A & hematocrit. Rarely¡A increases in liver enzymes.,30¢J¥H¤U,Entacapone is used in combination with either levodopa/carbidopa or levodopa/benserazide. Other antiparkinsonian drugs may be used simultaneously. Give 200 mg orally with each dose of levodopa/dopa-decarboxylase inhibitor¡A up to a maximum of 10 times daily (maximum daily dose: 2000 mg); reductions in daily levodopa dose or extension of levodopa dosing intervals may be necessary to optimize patient's response. If entacapone treatment is discontinued¡A it is necessary to adjust the dosage of other antiparkinsonian treatments¡A especially levodopa¡A to achieve a sufficient level of control of the parkinsonian symptoms.,µL»Ý½Õ¾ã¾¯¶q,,µL»Ý½Õ¾ã¾¯¶q,°£«DªvÀø¤W»Ý­n,No (limited) human data ¡V animal data suggest moderate risk,,No (Limited) Human Data - Potential Toxicity µL(«Ü¤Ö)¸ê®Æ - Á×§K¨Ï¥Î,,AC;AC15;PC;PO;WM;,,,,,
EDIF,Benzydamine,Difflam forte 3mg/mL¡A 15mL,CNEU,Relief of painful conditions of the mouth & throat including tonsillitis¡A sore throat¡A radiation mucositis¡A aphthous ulcers¡A post orosurgical & periodontal procedures.,Hepatic or renal impairment. children < 6 years. In bacterial infection¡A appropriate antibacterial therapy should be used in addition to product.,Oral numbness; dryness or thirst¡A tingling¡A warm feeling in mouth¡A altered sense of taste.,25¢J¥H¤U,Adult & children > 12 years: 2-4 sprays onto the affected area. Children 6-12 years: 2 sprays onto the affected area. May be repeated every 1.5-3 hourly. Duration should not exceed 7 days.,µL»Ý½Õ¾ã¾¯¶q,,µL»Ý½Õ¾ã¾¯¶q,¥i¯à¦w¥þ,Uknown ¨S¦³¸ê®Æ,[¥é³æ] Ãþ§OB2¡C°Êª«¬ã¨s¸ê®ÆÅã¥Ü¥¼¦³¨¬°÷ªºÃÒ¾Ú·|¼W¥[¨ä¹ï­L¨àªº¶Ë®`¡C ¥¥°ü¨Ï¥Îbenzydamine hydrochlorideªº¦w¥þ©Ê©|¥¼«Ø¥ß¡A¥¥°ü¨Ï¥Î¥»«~«e¶·µû¦ô¨ä®Ä¯q©Ê¬O§_³Ó¹L¨ä¼ç¦bªº¦MÀI©Ê¡C,Unknown ¨S¦³¸ê®Æ,[¥é³æ] ¥Ø«e¥¼¦³¸ê®Æ¡C,ORO;,,,,,
IMTX,Methotrexate,Methotrexate 500mg/20mL inj,RACA,,¾AÀ³¯g:Oncology uses: Acute lymphoblastic leukemia (ALL) maintenance treatment¡A ALL meningeal leukemia (preservative-free only; prophylaxis and treatment); treatment of trophoblastic neoplasms (gestational choriocarcinoma¡A chorioadenoma destruens and hydatidiform mole)¡A breast cancer¡A head and neck cancer (epidermoid)¡A cutaneous T-Cell lymphoma (advanced mycosis fungoides)¡A lung cancer (squamous cell and small cell)¡A advanced non-Hodgkin lymphomas (NHL)¡A osteosarcoma (preservative-free only). Nononcology uses: Treatment of psoriasis (severe¡A recalcitrant¡A disabling) that is unresponsive to other therapies; severe¡A active rheumatoid arthritis (RA) that is unresponsive to or intolerant of first-line therapy including full dose nonsteroidal anti-inflammatory agents (NSAIDs); active polyarticular-course juvenile idiopathic arthritis (pJIA) that is unresponsive to or intolerant of first-line therapy including full dose nonsteroidal anti-inflammatory agents (NSAIDs). Off-Label: Abortion (medical management); Acute graft-versus-host disease (prophylaxis); Acute promyelocytic leukemia (APL) maintenance (adults); Bladder cancer; CNS lymphoma; Crohn disease (maintenance of remission); Dermatomyositis/polymyositis; Ectopic pregnancy; Multiple sclerosis; Nonleukemic meningeal cancer; Soft tissue sarcoma (desmoid tumors¡A aggressive fibromatosis)¡A advanced; Systemic lupus erythematosus¡A moderate-to-severe; Takayasu arteritis¡A refractory or relapsing disease; Uveitis (adults) °Æ§@¥Î:Ulcerative stomatitis¡A leukopenia¡A nausea & abdominal distress. malaise¡A fatigue¡A chills & fever¡A dizziness & decreased resistance to infection. Erythematous rashes¡A pruritus¡A urticaria¡A photosensitivity¡A depigmentation¡A alopecia¡A ecchymosis¡A telangiectasia¡A acne & furunculosis. Hematologic disorders. GI disturbances. CNS effects. Metabolic changes¡A precipitating diabetes¡A osteoporosis¡A conjunctivitis¡A abnormal tissue cell changes¡A anaphylaxis. ¸T§Ò:Known hypersensitivity to methotrexate or any component of the formulation; breast-feeding. Additional contraindications for patients with psoriasis¡A rheumatoid arthritis or polyarticular-course juvenile idiopathic arthritis: Pregnancy¡A alcoholism¡A alcoholic liver disease or other chronic liver disease¡A immunodeficiency syndromes (overt or laboratory evidence); preexisting blood dyscrasias (eg¡A bone marrow hypoplasia¡A leukopenia¡A thrombocytopenia¡A significant anemia).,,RT,Choriocarcinoma: Oral or IM¡A 15-30 mg/day for a 5 day course. Acute leukemia: Induction¡A oral or IV¡A 3.3 mg/m2/day with prednisolone; maintenance¡A oral or IM¡A 30 mg/mL twice a week¡A or IV¡A 2.5 mg/kg every 14 days. Meningeal leukemia: Intrathecal¡A 0.2-0.5 mg/kg or 12 mg/mL (max. 15mg) every 2-5 days until the cell count of cerebrospinal fluid returns to normal. Burkitt's lymphoma (stage I & II): Oral¡A 10-25 mg/day for 4-8 days. Psoriasis: Oral¡A IM or IV¡A 10-25 mg/week. Rheumatoid arthritis: Oral¡A 2.5 mg q12h for 3 doses every week. Mycosis fungoides: Oral¡A 2.5-10 mg/day for weeks or months; IM¡A 50mg/week.,,,,¤£¥i¨Ï¥Î,,,,,,,,,,
OTAM7,Oseltamivir,Tamiflu 75mg (¦Û¶O),QANB,Prophylaxis & treatment of influenza in adult & children.,Hypersensitivity.,Common: Nausea (8-10%)¡A Vomiting (Adult and adolescent¡A 2-8%; pediatric¡A 8-16%)¡A Headache (Influenza treatment¡A 2%; influenza prophylaxis¡A 17%) Serious: Cardiac dysrhythmia¡A Erythema multiforme (Rare)¡A Facial swelling¡A Stevens-Johnson syndrome (Rare)¡A Toxic epidermal necrolysis (Rare)¡A Gastrointestinal hemorrhage¡A Hemorrhagic colitis¡A Hepatitis¡A Anaphylaxis (Rare)¡A Seizure¡A Abnormal behavior¡A Delirium,25¢J¥H¤U,(¥é³æ) Influenza: Treatment (for patients > 1 year): - Adult: Usual Dose for uncomplicated influenza of <48 hrs duration: 75 mg PO BID x 5 days; complicated influenza in immunocompromised patients even if ill over 48 hrs: 75 mg PO BID x 10 or more days. - Children > 40 kg: 75 mg BID x 5 days - Children > 23-40 kg: 60 mg BID x 5 days - Children > 15-23 kg: 45 mg BID x 5 days - Children < or = 15 kg: 30 mg BID x 5 days - Infant 0-12 months: 3 mg/kg BID x 5 days Prophylaxis (for patients > 1 year): - Adults: 75 mg orally once daily for 10 days to 6 weeks. - Children > 40 kg: 75 mg QD x 10 days - Children > 23-40 kg: 60 mg QD x 10 days - Children > 15-23 kg: 45 mg QD x 10 days - Children < or = 15 kg: 30 mg QD x 10 days - Infants 3-11 months: 3 mg/kg once daily (¼ö¯f),µL»Ý½Õ¾ã¾¯¶q,,»Ý½Õ¾ã¾¯¶q,°£«DªvÀø¤W»Ý­n,Compatible ¡V maternal benefit >> embryo-fetal risk,,Compatible ­÷¨Å®É¥i¨Ï¥Î,,AC;AC15;PC;PO;WM;,,,,,
IOXA5,Oxacillin,Oxacillin Sod. inj 500mg,QANB,,¾AÀ³¯g:Staphylococcal infections resistant to benzylpenicillin °Æ§@¥Î:Fever; rash; diarrhoea¡A nausea¡A vomiting; agranulocytosis¡A eosinophilia¡A leukopenia¡A neutropenia¡A thrombocytopenia; AST increased¡A hepatotoxicity; acute interstitial nephritis¡A haematuria; serum sickness-like reactions. Potentially Fatal: Anaphylaxis. ¸T§Ò:Hypersensitivity to penicillins,,«Ç·Å,Infections due to staphylococci resistant to benzylpenicillin Adult: 0.5-1 g IM¡A slow IV over 10 minutes or by IV infusion every 4-6 hr. Doses may be increased in severe infections. Child: <40 kg: 50-100 mg/kg/day in divided doses. Elderly: Dosage adjustment recommended. Renal impairment: Dosage adjustment recommended,,,,¥i¯à¦w¥þ,,,Compatible ­÷¨Å®É¥i¨Ï¥Î,,,,,,,1. ª`®g«eÀË¬d¯f±w¬O§_¦³PCN¹L±Ó¥v¡C 2. ¦Ñ¦~¤HÀ³´îºCµ¹ÃÄ³t²v¡AÁ×§Kµo¥Í¦å®ê©ÊÀR¯ßª¢ 3. ºÊ´úÅé·Å¡BCBC¡B¦å²y¤À¤Æ­p¼Æ¡B¨xµÇ¥\¯à¡C
IPG2,Polysaccharides of Astragalus membranaceus,PG2 inj 500mg,RACA,As a complementary and palliative medicine for managing cancer-related fatigue.,1.Hypersensitivity to Astragalus. 2.Precautionary use in individuals with autoimmune disease 3.Discontinue prior to elective surgery to reduce risk of bleeding,Itching (2.38%)¡A skin rash (9.21%)¡A dizziness (2.38%)¡A Fever(7.24%)¡A feeling cold(5.26%)¡A chills(2.63%),25¢J¥H¤U°®Àê³BÁ×¥ú,Adults: 500 mg infused intravenously for 2.5-3.5 hours 2-4 times/week for a total of 2-4 weeks. Reconstitute each vial of 500 mg of PG2 with 10 mL normal saline. Shake thoroughly until dissolved completely. Mix the dissolved solution with normal saline (490mL) for IV infusion.,µL»Ý½Õ¾ã¾¯¶q,,µL»Ý½Õ¾ã¾¯¶q,¨S¦³¸ê®Æ,Uknown ¨S¦³¸ê®Æ,,Unknown ¨S¦³¸ê®Æ,,IVD;,¥ý©â10 mL N/S·»¸Ñ°®¯»¡A¨Ãª`®g¦^­ì500 mLÂIºw²~,¡iN/S¡j¥i¿ï ¥é³æ«ØÄ³¡C,,¥ý©â10 mL N/S·»¸Ñ°®¯»¡A¨Ãª`®g¦^­ì500 mLÂIºw²~ «ØÄ³¥H2.5-3.5¤p®É½wºCºwª`¡A»Ý¨Ï¥Î0.22 micron fillter¹LÂo,1.»Ý¨Ï¥Î»Ý¨Ï¥Î0.22 micron fillter¹LÂo¡C 2.¥ý©â10 mL N/S·»¸Ñ°®¯»¡A¨Ãª`®g¦^­ì500 mLÂIºw²~¡C 3.¨C¶g2-4¦¸¨Ï¥Î¡A¨Ï¥Î2-4¶g¡C 4.­Y»Ý¹w¨¾¿éª`¤ÏÀ³¡A¥i©µªøºwª`®É¶¡¡C¸g¸ß°Ý¼t°Ó(20220518)¥»ÃÄªw»s«á¤§¦w©w©Ê¥i¹F24¤p®É¡A¦ý¦¹¦w©w©Ê¸ê®Æ¤£¥]§t°t»s®Éªº·L¥Íª«ÅÜ¦]¡C
IOLA5,Oxaliplatin,Olatin I.V. inj 50mg/10mL,RACA,,¾AÀ³¯g:Adjuvant treatment of stage III colon cancer after complete resection of primary tumor and advanced colorectal cancer (in combination with infusional fluorouracil and leucovorin). °Æ§@¥Î:Nausea¡A vomiting¡A diarrhea; anemia¡A leucopenia¡A granulocytopenia¡A thrombocytopenia; peripheral neuropathies; fever¡A rash¡A anorexia. Gastrointestinal: Abdominal pain (monotherapy¡A 31%; combination therapy¡A up to 39% )¡A Constipation (combination therapy¡A up to 32% )¡A Diarrhea (monotherapy¡A 46%; combination therapy¡A up to 76% )¡A Loss of appetite (monotherapy¡A 20%; combination therapy¡A up to 35% )¡A Nausea (monotherapy¡A 64%; combination therapy¡A up to 83% )¡A Stomatitis (monotherapy¡A 14%; combination therapy¡A up to 42% )¡A Vomiting (monotherapy¡A 4%; combination therapy¡A up to 64% ) Hematologic: Anemia (monotherapy¡A 64%; combination therapy¡A up to 81% )¡A Neutropenia¡A All grades (monotherapy¡A 7%; combination therapy¡A up to 81% ) Musculoskeletal: Backache Respiratory: Cough (monotherapy¡A 11%; combination therapy¡A up to 35% ) Other: Fatigue (monotherapy¡A 61%; combination therapy¡A up to 70% )¡A Fever (monotherapy¡A 25%; combination therapy¡A up to 29% ) ¸T§Ò:Hypersensitivity to oxaliplatin¡A other platinum-containing compounds¡A or any component of the formulation. Pregnancy¡A breast-feeding; severe renal impairment (CrCl <30 mL/minute),,«Ç·Å,Ovarian cancer: 130 mg/m2 every 3 weeks as single agent or in combination chemotherapy. Adult Adjuvant therapy 85 mg/m2 IV every 2 wk for 6 mth (12 cycles). Metastatic colorectal cancer 85 mg/m2 IV every 2 wk. Gastric cancer: usual dose is 65-85 mg/m2 IV infusion over 2 hours. Colon cancer or metastatic colorectal cancer¡A adjuvant¡A stage III or metastatic colorectal cancer: 85 mg/m2 every 2 wk in combination with infusional 5-fluorouracil/leucovorin. Colorectal cancer¡A advanced: 130 mg/m2 every 3 wk in combination with capecitabine.,µL»Ý½Õ¾ã¾¯¶q,,»Ý½Õ¾ã¾¯¶q,ºÉ¶qÁ×§K,,,No (Limited) Human Data - Potential Toxicity µL(«Ü¤Ö)¸ê®Æ - Á×§K¨Ï¥Î,Micromedex: Infant risk cannot be ruled out. No reports describing the use of oxaliplatin during human lactation are available and the effects on the nursing infant from exposure to the drug in milk are unknown. It is not known if oxaliplatin affects the quantity and composition of breast milk. Breastfeeding is not recommended while taking oxaliplatin due to the potential risk to the nursing infant. The manufacturer recommends making a decision to discontinue nursing or delay use of oxaliplatin in breastfeeding women.,IVD;,,¡iD5W¡j¥i¿ï ¥é³æ«ØÄ³¡C,,,1. ¥»«~¬°¤ÆÀøÃÄª«¡A¿éª`®É»Ýª`·Nª`®g³¡¦ì¡A¨¾¤îÃÄ²G¥~º¯¡C 2. ½Õ°t»Pª`®gªº¾¹¨ã¤£¥i§t¦³¾T¡C¥»ÃÄ«~¤£¥i¨Ï¥Î§t¦³´âªºµ}ÄÀ·»²G (¨Ò¦p¡GN/S)¡Aµ¹ÃÄ®ÉÁ×§K©MÆP©ÊÃÄª«(¨Ò¦p¡G5-FU)¨Ï¥Î¬Û¦PºÞ¸ô¡C 3. µ}ÄÀ«áªº¿éª`·»²G¦b«Ç·Å¤U¦w©w©Êºû«ù6¤p®É¡C 4. ºÊ´úCBC¡BµÇ¥\¯à¡Aª`·N¯f¤H¬O§_¦³©I§l¤è­±ªº²§±`¯gª¬¡C 5. ©w´Á¯«¸g¾ÇÀË´ú¡C
LMEG4,Megestrol,Megatus 40mg/mL¡A 120mL suspension,HM,Treatment of anorexia¡A cachexia¡A or unexplained significant weight loss in patients with AIDS or cancer. Palliative treatment of breast and endometrial carcinoma.,1.Hypersensitivity to megestrol or any component of the formulation. 2.Known or suspected pregnancy.,Abdominal pain¡A chest pain¡A infections. Cardiomyopathy¡A palpitations. Constipation¡A dry mouth¡A liver enlargement¡A increased salivation¡A oral candida infections. Leukopenia¡A increased LDH¡A edema. CNS disturbances. Dysnea¡A cough¡A pharyngitis¡A lung disease. Hair loss¡A papule¡A pruritus & other skin disorders¡A poor vision¡A proteinuria¡A incontinence¡A UTI¡A gynecomastia. Cardiovascular: Hypertension (?8%)¡A cardiomyopathy (1% to 3%)¡A chest pain (1% to 3%)¡A edema (1% to 3%)¡A palpitation (1% to 3%)¡A peripheral edema (1% to 3%)¡A heart failure Central nervous system: Headache (?10%)¡A insomnia (?6%)¡A fever (1% to 6%)¡A pain (?6%¡A similar to placebo)¡A abnormal thinking (1% to 3%)¡A confusion (1% to 3%)¡A depression (1% to 3%)¡A hypoesthesia (1% to 3%)¡A seizure (1% to 3%)¡A mood changes¡A malaise¡A lethargy Dermatologic: Rash (2% to 12%)¡A alopecia (1% to 3%)¡A pruritus (1% to 3%)¡A vesiculobullous rash (1% to 3%) Endocrine & metabolic: Hyperglycemia (?6%)¡A gynecomastia (1% to 3%)¡A adrenal insufficiency¡A amenorrhea¡A breakthrough bleeding¡A cervical erosion and secretions (changes)¡A breast tenderness increased¡A Cushing's syndrome¡A diabetes¡A glucose intolerance¡A HPA axis suppression¡A hot flashes¡A hypercalcemia¡A menstrual flow changes¡A spotting¡A vaginal bleeding pattern changes Gastrointestinal: Diarrhea (6% to 15%¡A similar to placebo)¡A flatulence (?10%)¡A vomiting (?6%)¡A nausea (?5%)¡A dyspepsia (?4%)¡A abdominal pain (1% to 3%)¡A constipation (1% to 3%)¡A salivation increased (1% to 3%)¡A xerostomia (1% to 3%)¡A weight gain (not attributed to edema or fluid retention) Genitourinary: Impotence (4% to 14%)¡A decreased libido (?5%)¡A urinary incontinence (1% to 3%)¡A urinary tract infection (1% to 3%)¡A urinary frequency (?2%) Hematologic: Anemia (?5%)¡A leukopenia (1% to 3%) Hepatic: Hepatomegaly (1% to 3%)¡A LDH increased (1% to 3%)¡A cholestatic jaundice¡A hepatotoxicity Neuromuscular & skeletal: Weakness (2% to 6%)¡A neuropathy (1% to 3%)¡A paresthesia (1% to 3%)¡A carpal tunnel syndrome Ocular: Amblyopia (1% to 3%) Renal: Albuminuria (1% to 3%) Respiratory: Dyspnea (1% to 3%)¡A cough (1% to 3%)¡A pharyngitis (1% to 3%)¡A pneumonia (?2%)¡A hyperpnea Miscellaneous: Diaphoresis (1% to 3%)¡A herpes infection (1% to 3%)¡A infection (1% to 3%)¡A moniliasis (1% to 3%)¡A tumor flare Postmarketing and/or case reports: Thromboembolic phenomena (including deep vein thrombosis¡A pulmonary embolism¡A thrombophlebitis),25¢J¥H¤U³±²D³B,400-800mg(10-20mL)/day,µL»Ý½Õ¾ã¾¯¶q,,µL»Ý½Õ¾ã¾¯¶q,¤£¥i¨Ï¥Î,Uknown ¨S¦³¸ê®Æ,Use is contraindicated for the treatment of anorexia or cachexia in pregnant females with HIV infection. Megestrol may cause fetal harm if administered during pregnancy.(UpToDate)2021/0125,Unknown ¨S¦³¸ê®Æ,Due to the potential for adverse reaction in the breastfed newborn¡A the manufacturer recommends discontinuing breastfeeding while receiving megestrol for the treatment of cancer. Due to the potential for HIV transmission¡A breastfeeding is not recommended when treating females for anorexia or cachexia associated with HIV infection. (UpToDate)2021/0125,AC;AC15;PC;PO;WM;,,,,,
ICEF1,Cefazolin,Cefa inj 1gm,QANB,Susceptible infections¡A Surgical prophylaxis.,Hypersensitivity.,Superinfection; nausea¡A vomiting¡A abdominal pain¡A anorexia¡A diarrhoea; rash¡A leukopenia¡A thrombocytopaenia¡A haemorrhage¡A elevated transaminases.,Á×¥ú,"(¥é³æ) Usually¡A adult: 1 g/day; children: 25-50 mg/kg/day in 2 divided doses. For intravenous administration¡A inject directly over 3-5 minutes or infuse as an intermittent infusion over 30-60 minutes.(¼ö¯f) Adult 1-1.5 g IV/IM Q8H; 2 g IV Q8H for serious infection (maximum: 12 g/day). Pediatric 50-150 mg/kg/day (divided Q6-8H) (maximum: 6 g/day).(Uptodate) Surgical prophylaxis: 2 g for patients <120 kg or 3 g for patients > or =120 kg; administer within 60 minutes of surgical incision. " *****NEONATE ANTIBIOTICS DOSE***** Cefazolin: general infection Body weight <1kg ge<=7day 5 mg/kg Q12H  Age 8-14 day 5 mg/kg Q8H  Age 15-28 day 5 mg/kg Q8H Body weight 1-2kg ge<=7day 5 mg/kg Q12H  Age 8-14 day 25 mg/kg Q8H  Age 15-28 day 25 mg/kg Q8H Body weight >2kg Age<=7 day 50 mg/kg Q12H  Age 8-14 day 50 mg/kg Q8H  Age 15-28 day 50 mg/kg Q8H,µL»Ý½Õ¾ã¾¯¶q,,»Ý½Õ¾ã¾¯¶q,¥i¯à¦w¥þ,Compatible,,Compatible ­÷¨Å®É¥i¨Ï¥Î,AAP: Maternal medication usually compatible with breastfeeding. WHO: Compatible with breastfeeding. Micromedex: Infant risk is minimal.,IM;INS;IRR;IRRI;IS;IVD;IVP;IVPUSH;,IM: 3.5 mL D/W; 4.5 mL N/S; 4.5mL D5W IV: 10mL D/W¡A N/S¡A D5W,¡iD5W¡j¥i¿ï ¥é³æ«ØÄ³¡C¡iN/S¡j¥i¿ï ¥é³æ«ØÄ³¡C¡iD10W¡j¥i¿ï ¡C¡iD5NS¡j¥i¿ï ¡C¡iL/R¡j¥i¿ï ¡C,±Àª`®É¶¡¦Ü¤Ö 5¤ÀÄÁ,µ¹ÃÄ¿@«×10-20 mg/mL¡A¥H30~60¤ÀÄÁ¿éª`¡C,1. ºÊ´úÅé·Å¡BCBC¡B¨xµÇ¥\¯à¡BPT­È¡C 2. ª`·N¬O§_µo¥Í§Ü¥Í¯À¤Þ°_ªº¸¡Âm¡C 3. (IM) 1gm/vial °®¯»¥[¤J3.5 mL D/W ªw»s¡C 4. (IV bolus) 1gm/vial °®¯»¥[¤J5 mL D/W ªw»s¡A¦A¥[¤J5 mLµ}ÄÀ²G¡A½wºC±Àª`¦Ü¤Ö3 ~ 5¤ÀÄÁ¡C ¤p¨àµ¹ÃÄ«ØÄ³¡G IV push¡A 50-100 mg/mL over 3-5 minutes. In fluid-restricted patients¡A 138mg/mL has been administered. Intermittent infusion¡A 5-20 mg/mL over 10-60 minutes.
OMET1,Methylphenidate,apo-Methylphenidate 10mg,CNEU,Attention-deficit hyperactivity disorder; narcolepsy.,Anxiety & tension states¡A agitation¡A tics¡A tics in siblings¡A family history or diagnosis of Tourette's syndrome; glaucoma; hyperthyroidism; cardiac arrhythmias¡A severe angina pectoris.,Frequent: nervousness¡A insomnia¡A decreased appetite. Occasional: headache¡A drowsiness¡A dizziness¡A dry mouth¡A tachycardia¡A palpitations¡A arrhythmias¡A changes in BP & heart rate; GI disturbances¡A skin reactions¡A fever¡A arthralgia. Rare: blurred vision¡A moderately reduced weight gain & minor growth retardation in children. Dermatologic: Erythema Endocrine metabolic: Weight decreased (9% ) Gastrointestinal: Decrease in appetite (26% )¡A Loss of appetite (5% )¡A Nausea (12% )¡A Vomiting (10% ) Neurologic: Headache¡A Insomnia (13% ) Psychiatric: Labile affect (6% ) Respiratory: Nasal congestion (6% )¡A Nasopharyngitis (5%),15-30¢J¡AÁ×§K¼ö¤Î¼éÀã,"Children >= 6 years: Initially 5 mg QD or BID with gradual increments of 5-10 mg weekly. maximum: 60 mg/day.Adult: 10 to 60 mg/day divided 2 to 3 times¡A preferably 30 to 45 minutes before meals. If the patient is unable to fall asleep due to taking the medicine late¡A the last dose should be taken before 6 pm. If no improvement in symptoms is seen after an appropriate dose adjustment for more than one month¡A the drug should be discontinued.",µL»Ý½Õ¾ã¾¯¶q,,µL»Ý½Õ¾ã¾¯¶q,¨S¦³¸ê®Æ,Human data suggest risk in 3 rd trimester,,No (Limited) Human Data - Potential Toxicity µL(«Ü¤Ö)¸ê®Æ - Á×§K¨Ï¥Î,,AC;AC15;PC;PO;WM;,,,,,[¿i¯»/ºÞÄéµù°O]¬°Á×§KºÞ¨îÃÄ«~¦¾¬V¤À¥]¾÷¡AºÞ¨îÃÄ«~¤£¿i¯»¡A½Ð¨Ï¥Î«e¦Û¦æ¬ã¿i¡C
