"id","drug_code","engname","chiname","ingredients","type","shape","color","category","purpose","sideEffect","comment","photo","no_use","extra_buy","licenseNo3","licenseNo6","ATC_code","update_time","HazardousDrug",
"805","OARC","Arcoxia 60mg","萬克適錠","Etoricoxib","錠劑 Tablet","六邊形 Hexagon","綠 Green","CN-Neuromuscular System","抗發炎、止痛。骨關節炎(OA)與類風濕性關節炎(RA)之表徵與症狀的急慢性治療、治療急性痛風性關節炎、治療原發性經痛、治療僵直性脊椎炎、治療牙科手術後疼痛、治療婦科手術後疼痛。
Relief of pain, inflammation.","疲倦無力, 下肢水腫, 消化不良, 心灼熱
Asthenia/fatigue, dizziness, lower extremity edema,  dyspepsia, heartburn","警  語:使用本藥若有造成胃腸不適，可與食物併服並多補充水
Precaution: If have stomach upset, take with meals and drink water more.","OARC_202211221024440000007.jpg","Y","N","fda02","023983","M01AH05","2025-04-25 08:28:20","",
"812","OAVA2","Avandamet 2mg/500mg","梵帝美膜衣錠","Rosiglitazone + Metformin","錠劑 Tablet","橢圓形 Elliptic","粉紅 Pink","ME-Metabolic and Endocrine System","第二型糖尿病
Treatment of type 2 diabetes","","警  語:長期投與應留意肝功能變化，若體重驟增或水腫應請教醫師
Precaution: Notify your doctor if you experience sudden weight gain, edema.","avandamet-OAVA2.jpg","Y","N","","","","2024-07-07 20:55:18","",
"989","LSIM","(限腸胃中心)Simethicone 20mg/mL suspension","胃爾康懸浮液","Simethicone","懸液劑 Suspension","罐(瓶)裝 Bot","無 Colorless","GI-Gastrointestinal and Hepatobiliary System","胃腸脹氣
Relief of flatulence.","","警語:請依照指示期限內使用，建議藥品超過一個月後不應再用
Precaution: Do not use if it open more than one month","Simethicone-LSIM.jpg","N","N","fda01","038303","A03AX13","2024-07-07 20:08:22","",
"808","OANG","Angeliq 28&#039;s/pk","安吉麗","Drospirenone + Estradiol","錠劑 Tablet","圓凸形 Round","淡橙 Light Orange","HR-Hormones","適應症: 用於治療停經一年以上婦女之更年期症候群
Hormonal replacement therapy for menopause","","警  語:治療期間若發生血栓症狀或疑似狀況時必須立即停藥
Precaution: Notify your doctor if you experience thrombosis or suspected condition.","Angeliq-OANG.jpg","Y","N","","","","2024-08-11 15:56:33","",
"811","ISUS","Sustanon inj (Testosterone250mg/1mL)","長力大雄注射劑","Testosterone","注射劑 Injection","安瓿 Amp","無 Colorless","HR-Hormones","男性激素缺乏症
male hormone supplement","青春痘, 禿頭, 局部過敏, 無力, 抑鬱
Acne, alopecia, application site reaction, asthenia, depression","孩童、孕婦及授乳婦應避免使用本品 / Warning: Avoid using this medicine in children, pregnant or breastfeeding women.","ISUS_20180926121310_1.jpg","N","N","fda02","015467","G03BA03","2023-09-08 09:52:08","二級危害性",
"810","OARO","Aromasin 25mg","諾曼癌素","Exemestane","錠劑 Tablet","圓扁形 Round","灰 Grey","ON-Oncolytic Agents","適應症:為抗腫瘤藥
Advanced breast cancer in post-memopausal women","厭食, 失眠, 抑鬱, 頭痛, 暈眩, 熱潮紅
Anorexia, insomnia, depression, headache, dizziness, hot flushes","警  語:本品為重症治療藥，請依照醫師指示使用
Precaution: Take this medicine exactly as your doctor ordered.","OARO_20150406155908_1.jpg","N","N","fda02","023097","L02BG06","2021-07-25 10:50:17","二級危害性",
"813","OCAT","CataPRES 75mcg","降保適錠","Clonidine","錠劑 Tablet","圓扁形 Round","白 White","CV-Cardiovascular System","高血壓、及其他作用。
lowering blood pressure.","口乾, 鎮靜
Dry mouth, sedation.","請遵照醫師指示用藥，勿自行更改劑量或用藥時間。避免突然停藥。
可能會造成嗜睡或暈眩, 開車或操作危險機器請小心
Precaution: Follow the doctor&#039;s advice, do not change your dose or schedule. Avoid abrupt withdrawal. May make you dizzy; use caution  while driving or operating machinery.","OCAT_202402220529310000000.jpg","Y","N","fda02","025391","C02AC01","2024-07-14 14:17:17","",
"814","ODIMR","Dimotil Repe-Tab 5/212mg","立消樂錠","Metoclopramide + Pancreatin","錠劑 Tablet","圓凸形 Round","白 White","GI-Gastrointestinal and Hepatobiliary System","消化機能異常
digestive disorder.","偶有錐體外症狀, 動作遲緩, 泌乳激素上升, 鎮靜
Rarely, extrapyramidal reactions, tardive dyskinesia, raised serum prolactin level","部分人使用後可能引起疲倦、睏睡的現象
Precaution: May cause tiredness, sleepiness.","dimotil-ODIMR.jpg","Y","N","fda01","046351","A03FA01","2024-07-07 20:56:13","",
"816","OENZ","Enzdase EC 5mg","先泰","Serratiopeptidase","錠劑 Tablet","圓凸形 Round","淡橙 Light Orange","CN-Neuromuscular System","消炎、消腫之用
Anti-inflammatory enzyme.","胃腸不適, 腹瀉, 噁心, 嘔吐
GI disturbance, diarrhea, nausea, vomiting","請避免與中和胃酸用的藥 (一般胃藥) 併服，以確保療效
Precaution: Avoid taking with antacid.","Enzdase-OENZ.gif","Y","N","fda01","038329","M09AB","2024-07-07 20:16:00","",
"818","OFOX","FOXate 200 mg","伏順膜衣錠","Flavoxate","錠劑 Tablet","圓扁形 Round","白 White","UR-Genitourinary System","治療前列腺或膀胱發炎之頻尿
Urinary incontinence, urgency and frequency.","","本品可能會降低您的注意力、警覺性及動作協調能力
Precaution: May cause dizziness, weakness, incoordination","foxate-OFOX.jpg","Y","N","","","","2024-07-07 20:17:09","",
"819","OGLI5","Glibudon 500mg","泌樂寬膜衣錠","Metformin","錠劑 Tablet","橢圓形 Elliptic","白 White","ME-Metabolic and Endocrine System","糖尿病、內分泌代謝障礙
Type 2 diabetes, endocrine disorders.","","警  語: 服藥期間可能會出現食慾降低，口中有金屬味，腸胃不適現象
Precaution: May cause loss of appetite, metallic taste, stomach upset.","glibudon-OGLI5.jpg","Y","N","","","","","",
"820","OUFR","UFree ER 500mg","優活持續釋放膜衣錠 500毫克","Levetiracetam","錠劑 Tablet","橢圓形 Elliptic","白 White","CN-Neuromuscular System","適應症:十二歲以上癲癇局部發作之輔助治療
Indication:Antiepileptic.","頭暈，眩暈，嗜睡，疲勞，感染
dizziness, vertigo, drowsiness, fatigue, infection","警  語:1. 可能會造成嗜睡或暈眩, 開車或操作危險機器請小心 2.避免突然停藥
Precaution: 1. May make you dizzy; use caution in driving or using machinery 2.Avoid abrupt withdrawal.
若出現紅疹、發燒、淋巴結腫脹、虛弱應停藥並立即尋求醫療協助。
Discontinue for rash, fever, or swollen lymph nodes; seek medical help.","OUFR_201701220426020000009.jpg","Y","N","fda01","056702","N03AX14","2024-01-23 11:43:38","",
"821","OLAC4","LaciPIL 4mg","朗適平","Lacidipine","錠劑 Tablet","橢圓形 Elliptic","白 White","CV-Cardiovascular System","高血壓
Treatment of hypertension.","頭痛, 暈眩, 心悸, 胃部不適, 噁心, 皮疹
Headache, dizziness, palpitations, stomach discomfort, nausea, skin rash","請遵照醫師指示用藥，勿自行更改劑量或用藥時間
Precaution: Follow the doctor&#039;s advice, do not change your dose or schedule for taking this medicine.","lacipil-OLAC4.jpg","Y","N","fda01","046046","C08CA09","2024-07-07 20:19:27","",
"822","OLACS","Lacoxa SR 400mg","樂夠效緩釋錠","Etodolac","錠劑 Tablet","橢圓形 Elliptic","紅 Red","CN-Neuromuscular System","止痛消炎藥，治療類風濕性關節炎、骨關節炎。
Relief of pain, inflammation.","皮膚紅疹
skin rash","警  語:有胃潰瘍病史請先告知醫生並於飯後服用。
進行冠狀動脈繞道手術之後14 天內禁用本藥。
Precaution: Notify your doctor if you have stomach ulcer.
Contraindications:within 14 days of coronary artery bypass graft (CABG).","OLACS_20150104163737.jpg","Y","N","fda01","045725","M01AB08","2024-07-07 20:47:09","",
"823","OLAF","La Ferrum Chewable 100mg","拿鐵嚼錠","Ferric Hydroxide","錠劑 Tablet","圓扁形 Round","褐 Brown","NU-Nutrition","預防及治療鐵質缺乏症、缺鐵性貧血症
Iron supplement.","","警  語:請勿與牛奶及制酸劑併服，使用鐵劑可能使糞便顏色變黑
Precaution: Avoid to take with milk or antacid.","laferrum-OLAF.jpg","Y","N","","","","2024-07-07 20:56:56","",
"824","OLOX","Loxol SR 75mg","樂咳痰舒長效錠","Ambroxol","錠劑 Tablet","圓扁形 Round","淡黃 Light Yellow","RE-Respiratory System","袪痰
Mucolytics","疲倦, 口渴, 流鼻水, 便秘, 排尿困難, 接觸性皮膚炎
Fatigue, dry mouth, rhinorrhea, constipation, dysuria, and contact dermatitis","警 語:應整粒吞服,切勿咬嚼或壓碎
Precaution: Swallow the tablet whole. Do not crush, break or chew.","OLOX_20230822170328_1.jpg","N","N","fda01","046386","R05CB06","2023-08-22 17:03:28","",
"825","OFAL","Fallep 2mg","服爾眠錠2毫克","Flunitrazepam","錠劑 Tablet","圓扁形 Round","白 White","CN-Neuromuscular System","失眠
Help to sleep","頭暈, 嗜睡, 便秘, 視力模糊,口乾
Dizzy; sleepy;blurred vision;constipation; dry mouth or thirst
","(三級管制藥)警 語：1. 勿開車或操作危險機械；勿飲酒或葡萄柚汁 2.食物交互作用: 服藥期間避免食用葡萄柚汁與飲酒
(Schedule 3 Controlled Drug)Precaution: 1. Use caution in driving or using machinery, avoid alcohol or grapefruit juice.  2. Food interaction: Avoid grapefruit juice and alcohol.","OFAL_20240424101646_1.jpg","N","N","fda01","048472","N05CD03","2024-04-24 10:16:46","",
"827","OOTS","Otsuka Abilify 10mg","大塚安立復錠","Aripiprazole","錠劑 Tablet","長方形 Rectangle","粉紅 Pink","CN-Neuromuscular System","精神病或精神異常之相關症狀, 雙極性疾患之躁期發作,重鬱症之輔助治療。Treatment of psychotic symptoms, adjunctive treatment of major depressive disorders.","便秘, 暈眩, 靜坐不能, 焦慮, 失眠
Constipation, dizziness, akathisia, anxiety, insomnia, extrapyramidal disorder.
","警 語：用藥後可能發生頭暈，勿飲酒
Precaution: May induce dizzy or drowsy, do not drink alcohol.","otsukaAbilify-OOTS.jpg","Y","N","fda02","024047","N05AX12","2015-01-12 15:02:46","",
"828","OSIN4","Singulair 4mg","欣流咀嚼錠4毫克","Montelukast","錠劑 Tablet","橢圓形 Elliptic","粉紅 Pink","RE-Respiratory System","氣喘
Prophylaxis and chronic treatment of asthma","頭痛, 腹痛, 胃痛, 咳嗽, 牙痛, 頭昏, 發燒, 皮膚紅疹
Headache, abdominal or stomach pain, cough, dental pain, dizziness, fever,skin rash","若症狀未改善或更嚴重，請告知醫師
Precaution:Consult your doctor if symptoms persist or get worse.","OSIN4_20230206150818_1.jpg","Y","N","fda02","023398","R03DC03","2023-04-13 17:11:31","",
"829","OSPI","Spironolactone 25mg","歐得通錠","Spironolactone","錠劑 Tablet","圓扁形 Round","白 White","CV-Cardiovascular System","適應症:利尿、高血壓、原發性醛類脂醇過多症。
Indication:Diuretics, hypertension, primary aldosteronism","性能力障礙, 便秘, 乳房腫脹, 女性多毛症, 月經不規則
Sexual problem, constipation, breast tenderness in female, increased hair growth","請遵照醫師指示使用, 若發生疑似藥物不良反應請告知醫生
Precaution: Follow the doctor&#039;s advice, check with your doctor if you notice any side effects.","OSPI_20231123163910_1.jpg","N","N","fda01","030526","C03DA01","2023-11-23 16:39:10","二級危害性",
"831","OSTR8","Strattera 18mg","思銳膠囊 18 mg","Atomoxetine","硬膠囊 Hard Cap.","膠囊形 Capsule","黃.白 Yellow.White","CN-Neuromuscular System","注意力缺損/過動症
Attention deficit/ hyperactivity disorder","噁心, 嘔吐, 疲倦, 食慾減退, 腹痛
Nausea, vomiting, fatigue, decreased appetite, abdominal pain","警 語：1. 可能引起疲倦、嗜睡、食慾降低等現象 2. 食物交互作用: 服藥期間避免飲食含咖啡因的飲料或食物。
Precaution: 1. May cause fatigue, sleepiness, decreased appetite. 2.Food interaction: Avoid food or beverages containing caffeine.","Strattera 18mg-OSTR8 20130103.jpg","Y","N","fda02","024515","N06BA09","2024-07-07 20:26:55","",
"832","OSTR4","STRATTERA 40MG","思銳膠囊 40 mg","Atomoxetine","硬膠囊 Hard Cap.","膠囊形 Capsule","藍 Blue","CN-Neuromuscular System","注意力缺損/過動症
Attention deficit/ hyperactivity disorder","噁心, 嘔吐, 疲倦, 食慾減退, 腹痛
Nausea, vomiting, fatigue, decreased appetite, abdominal pain","警 語：1. 可能引起疲倦、嗜睡、食慾降低等現象 2. 食物交互作用: 服藥期間避免飲食含咖啡因的飲料或食物。 
Precaution: 1. May cause fatigue, sleepiness, decreased appetite. 2. Food interaction: Avoid food or beverages containing caffeine.","strattera40mg-OSTR4.jpg","Y","N","fda02","024517","N06BA09","2024-07-07 20:26:49","",
"833","OSTR2","Strattera 25mg","思銳膠囊 25 mg","Atomoxetine","硬膠囊 Hard Cap.","膠囊形 Capsule","藍.白 Blue.White","CN-Neuromuscular System","注意力缺損/過動症
Attention deficit hyperactivity disorder","噁心, 嘔吐, 疲倦, 食慾減退, 腹痛
Nausea, vomiting, fatigue, decreased appetite, abdominal pain","警 語：1.可能引起疲倦、嗜睡、食慾降低等現象 2.食物交互作用: 服藥期間避免飲食含咖啡因的飲料或食物。
Precaution: 1.May cause fatigue, sleepiness, decreased appetite. 2.Food interaction: Avoid food or beverages containing caffeine.","strattera25mg-OSTR2.jpg","Y","N","fda02","024516","N06BA09","2021-10-25 17:54:21","",
"834","OWIL","Wilcon-U","胃爾康-優","Dicyclomine + Alumium Hydroxide + Magnesium Oxide","錠劑 Tablet","圓扁形 Round","黃.白 Yellow.White","GI-Gastrointestinal and Hepatobiliary System","胃藥
Antacid","","請置於孩童無法取得之處
Precaution: Keep medicine out of the reach of children.","wilconU-OWIL.jpg","Y","N","","","","2024-07-07 20:58:24","",
"835","OCHE","Chemix (Baktar) 400/80mg","剋菌錠","Sulfamethoxazole + Trimethoprim","錠劑 Tablet","圓扁形 Round","白 White","AI-Anti-infective Agents","磺胺類藥物，治療細菌性感染。
Sulfonamide antibiotic for bacterial infections.","光敏感, 腹瀉, 頭暈, 食慾缺乏, 噁心或噁吐, 疲倦
Increased sensitivity of skin to sunlight, diarrhea, dizziness, headache.","服藥期間請多補充水分，並依指示服完整個療程。
Drink plenty of fluids during therapy. Complete the full course as directed.
對磺胺藥過敏或蠶豆症患者禁用。
Do not use if allergic to sulfa drugs or with G6PD deficiency.","Chemix_OCHE.jpg","Y","N","fda01","008855","J01EE01","2024-08-28 16:57:24","",
"836","EAAO","Alcos-Anal oint 20gm","益痔康軟膏","Sod Oleate + Poldocanol + Chlorocarvacrol","外用 Topical Form","軟管 Tube","無 Colorless","GI-Gastrointestinal and Hepatobiliary System","痔瘡
Hemorrhoids","暫時的灼熱感
Transient burning","外用藥品勿接觸眼、口或鼻腔等部位
Precaution: for external use, do not contact with the eyes or oral intake","AlcosAnal_EAAC.jpg","Y","N","fda01","042844","D11AX","2024-07-07 20:50:27","",
"837","OGLIV","Glivec 100mg","基利克膜衣錠","Imatinib","錠劑 Tablet","圓扁形 Round","暗橙 Dark Orange","ON-Oncolytic Agents","白血病、胃腸基質瘤
Cancer therapy","貧血, 厭食, 失眠, 頭痛
Anemia, anorexia, insomnia, headache.","最好與食物一起服用以減少胃刺激
taking with food to reduce the stimulation of stomach","OGLIV_20140903115527.jpg","Y","N","fda02","024027","L01XE01","2024-06-11 18:45:27","一級危害性",
"838","IFRA","FRAGMIN 10000 IU(Anti-Xa)/4mL(洗腎室專用)","弗列明注射劑(洗腎室專用)","Dalteparin","注射劑 Injection","小瓶 Vial","無 Colorless","HE-Hematological Agents","血栓性栓塞症及其預防、抗凝血。
Treatment of acute deep venous thrombosis","出血, 注射部位血腫, 過敏反應, 注射部位疼痛","若發生嚴重過敏或發疹等不適症狀，應即停藥並請教醫師
Precaution: if allergic reactions occurred, withdrawal and consult to doctor","IFRA_20170518154834_1.jpg","N","N","fda02","019378","B01AB04","2024-07-07 19:51:14","",
"839","OCON3","CONCERTA 36mg","專思達長效錠36毫克","Methylphenidate","長效錠 ER Tablet","圓柱形 Cylinder","白 White","CN-Neuromuscular System","適應症: 治療6歲(含)以上及65歲(含)以下患有注意力不足過動症之兒童、青少年及成人病人。
Indication: For the treatment of ADHD in patients aged 6 to 65 years, including children, adolescents, and adults.","頭痛, 體重減輕, 食慾不振。心跳過快, 血壓增加。
Headache, weight loss, anorexia. Heartbeat or blood pressure increase.","(三級管制藥) 
應整粒吞服, 切勿咬嚼或壓碎。
Swallow the tablet whole. Do not crush, break or chew.
服藥後，請勿開車或操作危險機械。
No driving or operating machines.
未經醫師指示勿停藥。
Do not suddenly stop taking without asking your doctor.","OCON3_201811011154290000005.jpg","N","N","fda02","023880","N06BA04","2025-05-07 11:31:53","",
