ÃÄ«~¥N½X,¦³®Ä¤é´Á(°_),¦³®Ä¤é´Á(¨´),ÃÄ«~ª¬ºA,°Ó«~¤¤¤å¦WºÙ,°Ó«~­^¤å¦WºÙ,°Ó«~¾Ç¦W,³~®|,ÀW²v,ÃÄ²z¤ÀÃþ1,ÃÄ²z¤ÀÃþ2,¾¯«¬,¦¸³æ¦ì¾¯¶q,³q¥Î°Ó«~¦W,²Õ®Mµù°O,DCµù°O,DC´À¥NÃÄ,Á{±Äµù°O,¥i°hÃÄ,ÃÄ¥]¾÷,°·«O­­¨î,ÃÄÅÒ¦C¦Lµù°O,ÃÄ«~¶i¦ìµù°O,¾AÀ³¯g(¤¤)1,¾AÀ³¯g(¤¤)2,¾AÀ³¯g(­^)1,¾AÀ³¯g(­^)2,¥~Æ[(¤¤),¥~Æ[(­^),°Æ§@¥Î(¤¤),°Æ§@¥Î(­^),ºÞ¨î§Ü¥Í¯ÀÃþ§O,ªù¦í¶E¨Ï¥Îµù°O,¤¤¤å°Ó«~¦W,¼ÐÅÒ°Ó«~¦W,¬Ì­]ºØÃþ,¥»°|­­¨î,¶^­Ë°ª­·ÀIÃÄª«,»ó­GºÞ¥i¥Î,­¹ª«¥æ¤¬§@¥Î,Äµ»y(¤¤)1,Äµ»y(¤¤)2,Äµ»y(­^)1,Äµ»y(­^)2,³Æ¥ÎÄæ,³Æµù(­^),ÃÄ§½¤º³¡·¾³qMEMO,¯S®íÃÄ¨ÆªA°È¶O,³B¤èÅÒ¦C¦L¤ÀÃþ,Äµ»y,°ªÄµ°T,¾¯«¬´£¥Ü,³Ì¤jìH­È,³Ì¤pìH­È,»ÝªþªÅ°w,¥]¸Ë¶q,ÂIºw,¶E¶¡´£¥Ü,©T©w³~®|­­¨î,©T©wÀW²v­­¨î,ÃÄ«~¦¨¤Àµù°O,µoÃÄ½Ã±Ð,³s³B¦^§åµù°O,³s³B¶}¥ß­­¨î,¿i¯»µù°O,UD·|¹L±b,ÃÄ§½Àx¦ì,ªù¶E¨C¦¸¶q,¦í°|¨C¦¸¶q,ªù¶E¨C¦¸¶q³Ì¤j¶q,¦í°|¨C¦¸¶q³Ì¤j¶q,ªù¶E³Ì¤jµ¹ÃÄ¤Ñ¼Æ,¦í°|³Ì¤jµ¹ÃÄ¤Ñ¼Æ,ªù¶E¹w³]ªA¥Î¤Ñ¼Æ,¦í°|¹w³]ªA¥Î¤Ñ¼Æ,ªù¶E¨C¤é³Ì¤j¶q,¦í°|¨C¤é³Ì¤j¶q,ªù¦í¤p¨à¨C¤é·¥¶q/kg,ªù¦í¤p¨à¨C¦¸·¥¶q/kg,¨C¦¸¦í°|³Ì¤jÁ`¶q,¹Ï¤ù,¤p¨à°®¯»µ}ÄÀ²G,¤p¨à¾¯¶q´«ºâ1,¤p¨à¾¯¶q´«ºâ2,¤p¨à¾¯¶q´«ºâ3,¤p¨à¤é¾¯¶q«ØÄ³,ATC_CODE_1,ATC_CODE_2,ATC_CODE_3,ATC_CODE_4,ATC_CODE_5,DDD³æ¦ì¾¯¶q_­È,DDD³æ¦ì¾¯¶q_³æ¦ì,DDD_­È,DDD_³æ¦ì,­p»ù³æ¦ì,¨Æ«e¼f¬d,ªù¶Eµ¹¥I,¦í°|µ¹¥I,°·«O®Ö»ù¦¨¤À¦WºÙ,°·«OATC_CODE,°·«O¥N½X,¯S¶E°ê»ÚÂåÀø±M¥Î,HL7¾¯«¬¥N½X1,HL7¾¯«¬¥N½X2,¦M®`©ÊÃÄª«,ª`®g¾¯¦¸¤ÀÃþ,ª`®g¾¯¥]¸Ë¾¯¶q_­È,ª`®g¾¯¥]¸Ë¾¯¶q_³æ¦ì,¥]¸ËÅé¿n_­È,¥]¸ËÅé¿n_³æ¦ì,IVDµ}ÄÀ,¿éª`¼Ò¦¡,²§°Ê¤H­û,²§°Ê®É¶¡,°·«O»ù®æ,¦Û¶O»ù®æ
OALDA,19960101,99999999,°±¥Î,Aldactone 25mg,Aldactone 25mg,Spironolactone,PO,,CAVS,CV-03-03,¤fªA,TAB,Aldactone,«D²Õ®M,°±¥Î,OSPI,¤@¯ë¥i¥Î,¬O,¥i¥ÎÃÄ¥]¾÷,,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:¬°§Q§¿¾¯,,Diuretics,,¥~ Æ[:²H¶À¦â¶ê«ó§Î¿õ¾¯,Appearance:Light yellow round tablet,,,,,¦w¹F³q¿õ,Aldactone 25mg,,,§_,¬O,,,,,,,,,¤@¯ë,¤@¯ë,Äµ »y:½Ð¿í·ÓÂå®v«ü¥Ü¨Ï¥Î¡A­Yµo¥ÍºÃ¦üÃÄª«¤£¨}¤ÏÀ³½Ð§iª¾Âå¥Í¡C,,,,,§_,1.0,,§_,§_,§_,³æ¤è,§_,°±¥Î,¥i¥Î,¥i¿i,¬O,,1.00,1.00,12.00,12.00,999,999,1,1,0,0,0,0,,µL¹Ï¤ù,,0,,0,,,,,,,,,,,TAB,§_,°·«Oµ¹¥I,°·«Oµ¹¥I,SPIRONOLACTONE,C03DA01,B022610100,§_,SolidDrugForm,ORTAB,,,,,,,,,PH047,202303141720,2.14,3.00
OALDO,19960101,99999999,°±¥Î,Aldomet 250mg,Aldomet 250mg,Methyldopa,PO,,CAVS,CV-09-00,¤fªA,TAB,Aldomet,«D²Õ®M,°±¥Î,OMETH,¤@¯ë¥i¥Î,¬O,¤£¥i¥ÎÃÄ¥]¾÷,,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:°ª¦åÀ£,,Indication:Hypertension,,¥~ Æ[:²H¶À¾í¦â¶ê«ó§Î¿õ¾¯,,,,,,·R¹D¬ü¿õ,Aldomet 250mg,,,§_,¬O,,,,,,,,,¤@¯ë,¤@¯ë,Äµ »y:½Ð¿í·ÓÂå®v«ü¥Ü¨Ï¥Î¡A­Yµo¥ÍºÃ¦üÃÄª«¤£¨}¤ÏÀ³½Ð§iª¾Âå¥Í¡C,,,,,§_,1.0,,§_,§_,§_,³æ¤è,§_,°±¥Î,¥i¥Î,¥i¿i,¬O,,1.00,1.00,12.00,12.00,999,999,1,1,0,0,0,0,,µL¹Ï¤ù,,0,,0,,,,,,,,,,,TAB,§_,°·«Oµ¹¥I,°·«Oµ¹¥I,METHYLDOPA,C02AB02,B019274100,§_,SolidDrugForm,ORTAB,,,,,,,,,PH047,202303141720,3.38,5.00
OALGI,20130526,99999999,¥i¥Î,Algitab chewable,Algitab chewable,Alginic Acid+Colloidal Al(OH)3+MgHCO3,PC,TID,ALIM,GI-01-01,¤fªA,TAB,Topaal,«D²Õ®M,,,¤@¯ë¥i¥Î,¬O,¤£¥i¥ÎÃÄ¥]¾÷,¥i¥Î,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:°f¬y©Ê­¹¹Dª¢¡A ­G¨`¼ö¡A ­G¤Î¤Q¤G«ü¸z¼ìºÅ¡A ­G»Ä¹L¦h,,Indication:Gastro-oesophageal reflux¡A pyrosis¡A peptic ulcer,,¥~ Æ[:¥Õ¦â¶ê§Î¤jÃÄ¿õ,Appearance:White round tablet,«K¯µ¡A ¸¡Âm¡A äú¤ß¡A ¹Ã¦R¡A ¥´ÜÐ,Constipation¡A diarrhea¡A nausea¡A vomiting¡A snoring,,¬Ò¥i¥Î,¦ã­G°fªA©CÄZ¿õ,Algitab chewable,,,§_,¬O,,¥»«~À³ÄZ¸H«á§]ªA,,Chew thoroughly and swallow.,,½Ð¸m©ó«Äµ£µLªk¨ú±o¤§³B,Keep medicine out of reach of children.,102¦~²Ä¥|¦¸ÃÄ©e·|¨MÄ³§R°£¡A2019Q3ÃÄ©e·s¶i,¤@¯ë,¤@¯ë,Äµ »y:¥»«~¥iÄZ¸H«á§]ªA,,,0,0,§_,1.0,,§_,¬O,§_,½Æ¤è,§_,¥i¥Î,¥i¥Î,¥i¿i,¬O,,1.00,1.00,2.00,2.00,999,999,1,1,6.00,6.00,0,0,,¦³¹Ï¤ù,,0,,0,,A02BX13,A02AB01,A02AD01,A02AA01,,,,,,TAB,§_,°·«Oµ¹¥I,°·«Oµ¹¥I,ALUMINUM HYDROXIDE 30MG + MAGNESIUM CARBONATE 40MG + ALGINIC ACID 200MG,A02BX13,A031800100,§_,SolidDrugForm,CHEWTAB,,,,,,,,,PH006,201910280836,3.29,5.00
OALI,19960101,99999999,¥i¥Î,Alinamin-F 50mg,Alinamin-F 50mg,Thiaine Tetrahydrofurfuryl Disulfide + Riboflavin,PC,TID,NUTR,NU-02-00,¤fªA,TAB,Alinamin-F,«D²Õ®M,,,¤@¯ë¥i¥Î,¬O,¥i¥ÎÃÄ¥]¾÷,,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:¯«¸gª¢¡A ºû¥Í¯ÀB1¯Ê¥F¡A ¯«¸gµh¡A ²´·ú¯h³Òµ¥,,Indication:Neuritis¡A vit B1 deficiency¡A neuralgia,,¥~ Æ[:©ú¶À¦â¶ê¥Y§Î¿õ¾¯,Appearance:Yellow round tablet,¤Ö¦³äú¤ß¡A ¹Ã¦R¡A ¹L±Ó¡A ÀYµh,Rarely¡A nausea¡A vomiting¡A hypersensitivity¡A headache .,,,¦X§Q¥L©RF50,Alinamin-F 50mg,,,§_,¬O,,ªA¥Î¥»ÃÄ­Y¤Þ°_§¿²GÅÜ¦â¡A ¬O¦]ÃÄ«~¥NÁÂ©Ò³y¦¨,,May discolor urine to bright yellow.,,,,Thiaine Tetrahydrofurfuryl Disulfide¡A Riboflavin(VIT B2),¤@¯ë,¤@¯ë,Äµ »y:ªA¥Î¥»ÃÄ­Y¤Þ°_§¿²GÅÜ¦â¡A¬O¦]ÃÄ«~¥NÁÂ©Ò³y¦¨,,,,,§_,1.0,,§_,¬O,§_,½Æ¤è,§_,¥i¥Î,¥i¥Î,¥i¿i,¬O,,1.00,1.00,1.00,3.00,999,999,1,1,8.00,8.00,0,0,,¦³¹Ï¤ù,,0,,0,,A11DA01,A11HA04,,,,,,,,TAB,§_,°·«Oµ¹¥I,°·«Oµ¹¥I,VITAMIN B1 50MG + VITAMIN B2 2-5MG,A11EA,NC040851G0,§_,SolidDrugForm,ORTAB,,,,,,,,,PH047,202303141720,2.00,3.00
OALK,19960101,99999999,°±¥Î,Alkeran(Melphalan) 2mg,Alkeran(Melphalan) 2mg,Melphalan,PO,,RACA,ON-01-01,¤fªA,TAB,Alkeran,«D²Õ®M,°±¥Î¡A¥i¬dÃþ¦üÃÄ,,¤w°±¥Î,¬O,¤£¥i¥ÎÃÄ¥]¾÷,,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:¬°§Ü¸~½FÃÄ,,Indication:Cancer therapy.,,¥~ Æ[:¥Õ¦â¶ê«ó§Î¿õ¾¯,Appearance:White round tablet,,,,,«Â§J½F¿õ,Alkeran(Melphalan) 2mg,,,§_,¬O,,,,,,,,,¤@¯ë,¤@¯ë,,Äµ °ªÄµ°T,,,,§_,1.0,,§_,§_,§_,³æ¤è,§_,¥i¥Î,¥i¥Î,¤£¥i¿i,¬O,,1.00,1.00,999.00,999.00,999,999,1,1,0,0,0,0,,µL¹Ï¤ù,,0,,0,,,,,,,,,,,TAB,§_,°·«Oµ¹¥I,°·«Oµ¹¥I,MELPHALAN,L01AA03,BC09145100,§_,SolidDrugForm,ORTAB,,,,,,,,,PH047,202303141720,26.00,34.00
OALL6,20010713,99999999,¥i¥Î,Allegra 60mg,Allegra 60mg,Fexofenadine,PO,BID,HIMM,IM-01-00,¤fªA,TAB,Allegra,«D²Õ®M,,,¤@¯ë¥i¥Î,¬O,¥i¥ÎÃÄ¥]¾÷,¥i¥Î,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:¹L±Ó©Ê¯gª¬: ¥]¬A»óª¢¡A ¥Ö½§¯lµ¥¬ÛÃö¯gª¬,,Indication:Seasonal allergic rhinitis,,¥~ Æ[:²H¬õ¾í¦â¾ò¶ê§Î¿õ¾¯,Appearance:Light red orange elliptic tablet,¤f¡B»ó¡B³ïÄV°®¡A ­Gµh©Îäú¤ß¡A ÀYµh,dryness of mouth¡A nose¡A or throat; stomach pain¡A or nausea; headache.,,¬Ò¥i¥Î,¦ã¨Ó¿õ,Allegra,,,§_,¬O,,ªAÃÄ´Á¶¡½ÐÁ×­¹¥Î¸²µå¬c¥Ä¡BÄ«ªG¥Ä¡B¬h¾í¥Ä¡C,,Avoid grapefruit juice¡A apple juice¡A and orange juice while taking this drug.,,¥»ÃÄÀ³»P¶}¤ô¨ÖªA¡C,Take the medication with plain water.,,¤@¯ë,¤@¯ë,ªAÃÄ´Á¶¡½ÐÁ×­¹¥Î¸²µå¬c¥Ä¡BÄ«ªG¥Ä¡B¬h¾í¥Ä¡C,,,,,§_,1.0,,§_,¬O,§_,³æ¤è,§_,¥i¥Î,¥i¥Î,¥i¿i,¬O,,1.00,1.00,1.00,2.00,999,999,1,1,6.00,6.00,0,0,,¦³¹Ï¤ù,,0,,0,,R06AX26,,,,,,,,,TAB,,°·«Oµ¹¥I,°·«Oµ¹¥I,FEXOFENADINE,R06AX26,BC230161G0,§_,SolidDrugForm,ORTAB,,,,,,,,,PH047,202305171219,2.00,3.00
OALM,19960101,99999999,°±¥Î,Almiral 100mg(Voren),Almiral 100mg(Voren),Diclofenac,PO,QD,CNEU,CN-01-02,¤fªA,TAB,Voltaren SR,«D²Õ®M,°±¥Î,ODIC1,¤@¯ë¥i¥Î,¬O,¥i¥ÎÃÄ¥]¾÷,,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:¬°¤îµh®øª¢ÃÄ,,Indication:Relief of pain¡A inflammation & fever.,,,,,,,,,Almiral 100mg(Voren),,,§_,¬O,,,,,,,,,¤@¯ë,¤@¯ë,,,,,,§_,1.0,,§_,§_,§_,³æ¤è,§_,¥i¥Î,¥i¥Î,¤£¥i¿i,¬O,,1.00,1.00,999.00,999.00,999,999,1,1,0,0,0,0,,µL¹Ï¤ù,,0,,0,,,,,,,,,,,TAB,§_,°·«Oµ¹¥I,°·«Oµ¹¥I,DICLOFENAC,M01AB05,B016944100,§_,SolidDrugForm,ORTAB,,,,,,,,,PH047,202303141720,13.80,17.00
OALP,20181112,99999999,°±¥Î,Alprazolam 0.5mg,Alprazolam 0.5mg,Alprazolam,PO,HS,CNEU,CN-02-02,¤fªA,TAB,Xanax,«D²Õ®M,°±¥Î,OXAN,¤@¯ë¥i¥Î,¬O,¤£¥i¥ÎÃÄ¥]¾÷,¥i¥Î,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:µJ¼{ª¬ºA¤Î¨ä¥L,,Indication:Relieve anxious symptoms,,¥~ Æ[:¯»¬õ¦â¾ò¶ê«¬ÃÄ¿õ¡A¦L¦³CCP¤ÎC60,Appearance:Pink elliptic tablet¡A marking: CCP and C60,¸}¨B²Â©å©Î¤£Ã­¡A ÀY·w¡A ©ü©ü±ýºÎ¡A ¤f¾¦¤£²M¡A ­¹¼¤§ïÅÜ,Clumsiness or unsteadiness; dizzy; sleepy; unclear speaking; appetite changes,,¬Ò¥i¥Î,¦w¨¹¿õ0.5²@§J,Alprazolam 0.5mg,,,¬O,¬O,½Ã±Ð³æ¥|,ªAÃÄ«á¡A ½Ð¤Å¶}¨®©Î¾Þ§@¦MÀI¾÷±ñ; ¤Å¶¼°s,,Be careful driving or operating machinery. Avoid alcohol.,,ªAÃÄ´Á¶¡Á×§K­¹¥Î¸²µå¬c¥Ä»P¶¼°s,Avoid grapefruit juice and alcohol.,2018.11 Xanax 0.5mg ¯Ê³f¼È¥N,¤@¯ë,¥|¯ÅºÞ¨î,Äµ »y:ªAÃÄ«á¡A½Ð¤Å¶}¨®©Î¾Þ§@¦MÀI¾÷±ñ¡F¤Å¶¼°s,­¹ ­¹ª«¥æ¤¬,,0,0,§_,1.0,,§_,¬O,§_,³æ¤è,,°±¥Î,¥i¥Î,¤£¥i¿i,¬O,,1.00,1.00,4.00,4.00,30,30,1,1,8.00,8.00,0,0,,¦³¹Ï¤ù,,0,,0,,N05BA12,,,,,0,,0,,TAB,,°·«Oµ¹¥I,°·«Oµ¹¥I,ALPRAZOLAM,N05BA12,AB577401G0,,SolidDrugForm,ORTAB,,,0,,0,mL,,,PH047,202303200902,2.00,3.00
OALU,19960101,99999999,¥i¥Î,Aluminum 324mg,Aluminum 324mg,Aluminum Hydroxide,PC,TID,ALIM,GI-01-01,¤fªA,TAB,Ulcerin-P,«D²Õ®M,,,¤@¯ë¥i¥Î,¬O,¤£¥i¥ÎÃÄ¥]¾÷,,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:­°¦åÁC©Î­GÃÄ¤§¥Î,,Indication:As an antacid or phosphate-binding agent.,,¥~ Æ[:¥Õ¦â¶ê«ó«¬¿õ¾¯¡A ¤@­±¨è¦LJCP/K3¦r¼Ë,Appearance:White round tablet,«K¯µ,Constipation,,,²B®ñ¤Æ¾T,Aluminum,,,§_,¬O,,¥»«~¥iÄZ¸H«á§]ªA,,Chew thoroughly and swallow.,,³Æµù: µÇ¥\¯à»ÙÃªªÌ¤p¤ß¨Ï¥Î¨ÃºÊ´ú¦åÁC¿@«×,Should be used with caution in chronic renal impairment and monitor serum phosph,,¤@¯ë,¤@¯ë,Äµ »y:¥»«~¥iÄZ¸H«á§]ªA,,,,,§_,1.0,,§_,¬O,§_,³æ¤è,§_,°±¥Î,°±¥Î,¥i¿i,¬O,,1.00,1.00,6.00,6.00,999,999,1,1,15.00,12.00,0,0,,¦³¹Ï¤ù,,0,,0,,A02AB01,,,,,,,,,TAB,§_,¤£µ¹¥I¶·¦Û¥I,¤£µ¹¥I¶·¦Û¥I,,,,§_,SolidDrugForm,ORTAB,,,,,,,,,PH047,202401251533,0,2.00
OALUS,20051014,99999999,°±¥Î,Alusa 100mg,Alusa 100mg,Aldioxa,PO,TID,ALIM,GI-01-01,¤fªA,TAB,,«D²Õ®M,°±¥Î,,¤@¯ë¥i¥Î,¬O,¤£¥i¥ÎÃÄ¥]¾÷,¥i¥Î,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:­G¡B¤Q¤G«ü¸z¼ìºÅ¡A «æ¡BºC©Ê­Gª¢,,Indication:Antacid,,¥~ Æ[:¤@­±¦LTw ALT¡A ¤@­±¦³¤¤¥¡¨è²ª,Appearance:White round tablet,«K¯µ,Constipation,,¬Ò¥i¥Î,¼Ö­G²n¿õ,Alusa,,,§_,¬O,,µÇ¯f¯f±wªø´Á¨Ï¥Î¡A ¥²»Ý©w´Á±µ¨ü¦å²GÂ÷¤l§t¶qºÊ´ú,,Monitor serum phosphate levels if long-term use this medicine.,,³Æµù: µÇ¥\¯à»ÙÃªªÌ¤p¤ß¨Ï¥Î¨ÃºÊ´ú¦åÁC¿@«×,Should be used with caution in chronic renal impairment and monitor serum phosph,107-1 ÃÄ©e·|§R°£¡C®e©öÅÜ¦â¡A102.08.30§ï¤â¥],¤@¯ë,¤@¯ë,Äµ »y¡GµÇ¯f¯f±wªø´Á¨Ï¥Î¡A¥²»Ý©w´Á±µ¨ü¦å²GÂ÷¤l§t¶qºÊ´ú,,,,,§_,1.0,,§_,§_,§_,³æ¤è,§_,¥i¥Î,¥i¥Î,¥i¿i,¬O,,1.00,1.00,2.00,2.00,999,999,0,1,9.00,9.00,0,0,,¦³¹Ï¤ù,,0,,0,,A02AB01,A02AB92,,,,,,,,TAB,,°·«Oµ¹¥I,°·«Oµ¹¥I,ALUMINUM DIHYDROXYALLANTOINATE (=ALDIOXA),A02AB92,BC160661G0,§_,SolidDrugForm,ORTAB,,,,,,,,,PH047,202303141720,2.00,3.00
OAMA,19960101,99999999,¥i¥Î,AmaRyl 2mg,AmaRyl 2mg,Glimepiride,AC15,QD,META,ME-02-01,¤fªA,TAB,Amaryl,«D²Õ®M,,,¤@¯ë¥i¥Î,¬O,¤£¥i¥ÎÃÄ¥]¾÷,¥i¥Î,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:²Ä¤G«¬¿}§¿¯f,,Indication:Treatment of type 2 diadetes.,,¥~ Æ[:²Lºñ¦â¤£³W«h§Î¿õ¾¯,Appearance:Light green irregular tablet,§C¦å¿}¡A ¼È®É©ÊµøÄ±»ÙÃª¡A ¸z­G¾÷¯à»ÙÃª,Hypoglycemia¡A temporary visual impairment¡A GI disturbances.,,¬Ò¥i¥Î,º¿º¸¯Ø,AmaRyl 2mg,,,§_,§_,,¥i¯à·|¤Þ°_äú¤ß©Î¸z­G¤£¾Aªº²{¶H¡A ¨Ãª`·N¦å¿}ÅÜ¤Æ,,Nausea or upset stomach may occur¡A monitor blood glucose levels.,,ªAÃÄ´Á¶¡Á×§K¶¼°s (¥i¯à¼W¥[§C¦å¿}ªº¦MÀI)¡C,Avoid alcohol (may cause hypoglycemia).,2015¦~²Ä¥|¦¸ÃÄ©e·|³q¹L·s¶i,¤@¯ë,¤@¯ë,Äµ »y:¥i¯à·|¤Þ°_äú¤ß©Î¸z­G¤£¾Aªº²{¶H¡A¨Ãª`·N¦å¿}ÅÜ¤Æ,SA «÷­µ¬Û¦ü,,,,§_,1.0,,§_,¬O,§_,³æ¤è,§_,¥i¥Î,¥i¥Î,¤£¥i¿i,¬O,,1.00,1.00,4.00,4.00,999,999,1,1,4.00,4.00,0,0,,¦³¹Ï¤ù,,0,,0,,A10BB12,,,,,,,,,TAB,§_,°·«Oµ¹¥I,°·«Oµ¹¥I,GLIMEPIRIDE,A10BB12,BC226711G0,§_,SolidDrugForm,ORTAB,,,,,,,,,PH047,202303141720,2.00,3.00
OAMD,20030319,99999999,°±¥Î,A.M.D.,A.M.D.,Alum Hydroxide + Mag Hydroxide + Dimethylpolysilox,PO,,ALIM,GI-01-01,¤fªA,TAB,A.M.D.,«D²Õ®M,°±¥Î,OAMZ,¤@¯ë¥i¥Î,¬O,¤£¥i¥ÎÃÄ¥]¾÷,¥i¥Î,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:¬°­GÃÄ,,Indication:Antacid,,¥~ Æ[:²Hºñ¡B¥Õ¦âÂù¼h¶ê§Î¿õ¾¯,,,,,¥u¥Î©óªù¶E¤Î¦í°|STAT,·R©i±o,A.M.D.,,,§_,¬O,,,,,,,,,¤@¯ë,¤@¯ë,Äµ »y:¥»«~¥iÄZ¸H«á§]ªA,,,,,§_,1.0,,§_,§_,§_,½Æ¤è,§_,°±¥Î,¥i¥Î,¥i¿i,¬O,,1.00,1.00,2.00,2.00,99,99,1,1,0,0,0,0,,µL¹Ï¤ù,,0,,0,,,,,,,,,,,TAB,,°·«Oµ¹¥I,°·«Oµ¹¥I,ALUMINUM HYDROXIDE 334MG + MAGNESIUM HYDROXIDE 166MG,A02AD01,A003739100,§_,SolidDrugForm,ORTAB,,,,,,,,,PH047,202303141720,1.62,3.00
OAMI,19960101,99999999,°±¥Î,Aminophylline 100mg,Aminophylline 100mg,Aminophylline,PO,TID,ERSP,RE-01-00,¤fªA,TAB,Aminophylline,«D²Õ®M,°±¥Î,,¤@¯ë¥i¥Î,¬O,¤£¥i¥ÎÃÄ¥]¾÷,,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:¬°¤ä®ðºÞÂX±i¾¯,,Indication:Bronchial smooth muscle relaxant,,¥~ Æ[:¥Õ¦â¶ê¥Y§Î¿õ¾¯¡A ¦L¦³Y.P/109¦r¼Ë,Appearance:White round tablet,¤ß¨`¼ö¡A ¤ß¸õ¹L§Ö¡A ÀYµh¡A ±Æ§¿¼W¥[¡A µo§Ý¡A ºÎ¯v»ÙÃª,Heartburn¡A fast heartbeat¡A headache¡A increased urination¡A trembling¡A trouble in,,,®ò°ò«DªL¿õ,Aminophylline 100mg,,,§_,¬O,½Ã±Ð³æ¤­,½Ð¿í·ÓÂå®v«ü¥Ü¥ÎÃÄ¡A ¤Å¦Û¦æ§ó§ï¾¯¶q©Î¥ÎÃÄ®É¶¡,,Follow doctor's advice. Do not change your dose or schedule.,,­¹ª«¥æ¤¬§@¥Î: ªAÃÄ´Á¶¡Á×§K¶¼­¹§t©@°Ø¦]ªº¶¼®Æ©Î­¹ª«¡C,Food interaction: Avoid food or beverages containing caffeine.,,¤@¯ë,¤@¯ë,Äµ »y:½Ð¿í·ÓÂå®v«ü¥Ü¥ÎÃÄ¡A¤Å¦Û¦æ§ó§ï¾¯¶q©Î¥ÎÃÄ®É¶¡¡C,­¹ ­¹ª«¥æ¤¬,,,,§_,1.0,,¬O,§_,§_,³æ¤è,§_,°±¥Î,¥i¥Î,¥i¿i,¬O,,1.00,1.00,3.00,3.00,999,999,1,1,99.00,99.00,99.00,99.00,,¦³¹Ï¤ù,,0,,0,,R03DA05,,,,,,,,,TAB,§_,°·«Oµ¹¥I,°·«Oµ¹¥I,AMINOPHYLLINE,R03DA05,NC036331G0,§_,SolidDrugForm,ORTAB,,,,,,,,,PH047,202303141720,1.50,3.00
OAMIO,19960101,99999999,¥i¥Î,Cordarone 200mg,Cordarone 200mg,Amiodarone,PO,QD,CAVS,CV-01-02,¤fªA,TAB,Cordarone,«D²Õ®M,,,¤@¯ë¥i¥Î,¬O,¥i¥ÎÃÄ¥]¾÷,,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:¤ß«ß¤£¾ã,,Indication:Antiarrhythmias,,¥~ Æ[:¥Õ¦â¶ê«ó§Î¿õ¾¯,Appearance:White round tablet,ÀY·w¡A ÀY­«¸}»´¡A ©ü³Ö¡A »´·Lµo¿N¡A ¤â«ü(¸}³k)³Â¤ì,Dizziness¡A lightheadedness¡A or fainting; fever (slight); numbness in fingers or,,,Å¦±o¼Ö¿õ,Cordarone,,,¬O,¬O,½Ã±Ð³æ¤T,¥ÎÃÄ´Á¶¡¡A Á×§Kª½±µÃnÅÎ¦b¶§¥ú¤U¡A ­Y¦³¤£¾A½Ð°±¤î¨Ï¥Î,,Avoid exposure to direct sunlight.,,­¹ª«¥æ¤¬§@¥Î: ªAÃÄ´Á¶¡Á×§K­¹¥Î¸²µå¬c¥Ä,Food interaction: Avoid grapefruit juice,,¤@¯ë,¤@¯ë,Äµ »y:¥ÎÃÄ´Á¶¡¡AÁ×§Kª½±µÃnÅÎ¦b¶§¥ú¤U¡A­Y¦³¤£¾A½Ð°±¤î¨Ï¥Î,­¹ ­¹ª«¥æ¤¬,¤fªAÃÄ,,,§_,1.0,,§_,¬O,§_,³æ¤è,§_,¥i¥Î,¥i¥Î,¤£¥i¿i,¬O,,1.00,1.00,8.00,8.00,999,999,1,1,16.00,16.00,0,0,,¦³¹Ï¤ù,,0,,0,,C01BD01,,,,,,,,,TAB,§_,°·«Oµ¹¥I,°·«Oµ¹¥I,AMIODARONE,C01BD01,BC14822100,§_,SolidDrugForm,ORTAB,,,,,,,,,PH047,202303141720,4.56,6.00
